Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr9 137688673 137688767 COL5A1_Exon36_NM_000093.5 1218.20 978.54 239.66 19.673288
chr1 236714273 236714330 LGALS8_Exon12_NM_201545.2 349.44 281.02 68.42 19.579899
chr14 75506593 75506738 MLH3_Exon5_NM_001040108.1 1173.86 945.94 227.92 19.416285
chr3 47147466 47147630 SETD2_Exon6_NM_014159.6 1405.72 1135.72 270.0 19.207239
chr13 48954168 48954240 RB1_Exon15_NM_000321.2 926.80 749.06 177.74 19.177816
chr6 29910310 29910423 HLA-A_Exon1_NM_002116.8 1833.26 1482.70 350.56 19.122219
chr1 241663716 241663910 FH_Exon9_NM_000143.3 1309.94 1063.58 246.36 18.806968
chr2 225422355 225422593 CUL3_Exon2_NM_003590.5 1173.06 953.78 219.28 18.692991
chr2 47641387 47643588 MSH2_Exon6_NM_001258281.1 1134.98 929.58 205.4 18.097235
chr3 52621348 52621546 PBRM1_Exon24_NM_001350077.2 1221.50 1005.26 216.24 17.702824
chr9 37033962 37034048 PAX5_Exon1_NM_016734.3 796.48 655.90 140.58 17.650161
chr6 29910513 29910823 HLA-A_Exon2_NM_002116.8 1682.10 1386.10 296.0 17.597051
chr6 31239755 31239868 HLA-C_Exon1_NM_002117.6 1780.18 1483.70 296.48 16.654496
chr17 45249262 45249450 CDC27_Exon3_NM_001114091.4 4154.00 3469.06 684.94 16.488686
chr1 161091795 161091851 DEDD_Exon6_NM_001330765.2 594.10 496.54 97.56 16.421478
chr13 32923385 32923710 BRCA2_Intron13_NM_000059.3 1805.30 1510.20 295.1 16.346314
chr3 10128797 10128968 FANCD2_Exon34_NM_001018115.2 1035.24 866.12 169.12 16.336308
chr5 122359448 122359499 PPIC_Exon5_NM_000943.5 288.78 241.84 46.94 16.254588
chr17 45216084 45216277 CDC27_Exon13_NM_001114091.4 5789.64 4848.70 940.94 16.252133
chr3 10131955 10132089 FANCD2_Exon37_NM_001018115.2 1163.94 975.56 188.38 16.184683
chr19 6583290 6583509 CD70_Exon4_NM_001330332.2 1239.22 1041.18 198.04 15.98102
chr10 32316535 32316565 KIF5B_Intron16_NM_004521.3 364.96 306.66 58.3 15.974353
chr13 32940978 32941301 BRCA2_Intron18_NM_000059.3 1623.32 1365.44 257.88 15.885962
chr12 21639392 21639539 RECQL_Exon5_NM_002907.4 1043.64 878.40 165.24 15.833046
chrX 44920548 44920684 KDM6A_Exon12_NM_001291421.1 740.40 624.02 116.38 15.718531
chrX 31144738 31144810 DMD_Exon50_NM_004012.4 1010.96 855.84 155.12 15.343832
chr12 57496591 57496724 STAT6_Exon12_NM_001178079.2 1405.58 1197.94 207.64 14.772549
chr17 41210070 41210286 BRCA1_Intron18_NM_007298.3 1147.56 978.78 168.78 14.707728
chr19 57742596 57742694 AURKC_Exon1_NM_001015878.2 915.04 785.14 129.9 14.196101
chr5 122359483 122359552 PPIC_Exon5_NM_000943.5 340.44 292.22 48.22 14.164023
chr6 20404025 20404083 E2F3_Exon1_NM_001243076.2 702.92 604.20 98.72 14.044272
chr16 2115499 2115656 TSC2_Exon15_NM_001318829.1 1368.18 1177.84 190.34 13.911912
chr7 148504717 148504818 EZH2_Exon19_NM_001203249.2 1732.12 1494.18 237.94 13.736924
chr7 148485628 148485786 CUL1_Exon14_NM_001370660.1 2026.68 1749.74 276.94 13.664713
chr17 45221228 45221368 CDC27_Exon10_NM_001114091.4 7085.68 6118.98 966.7 13.64301
chr1 39927534 39927729 MACF1_Exon88_NM_012090.5 1215.06 1049.72 165.34 13.607558
chr7 140624345 140624523 BRAF_Exon1_NM_001354609.2 851.78 737.24 114.54 13.447134
chr19 10599847 10600064 KEAP1_Exon5_NM_012289.4 1113.30 967.36 145.94 13.108776
chr17 45258907 45259023 CDC27_Exon2_NM_001114091.4 3001.24 2609.00 392.24 13.069265
chr9 87475934 87476022 NTRK2_Exon15_NM_006180.4 1406.80 1223.30 183.5 13.043787
chrX 123200185 123200306 STAG2_Exon23_NM_001042749.2 1235.52 1075.66 159.86 12.938682
chr17 7979954 7980081 ALOX12B_Exon10_NM_001139.3 1557.56 1358.42 199.14 12.785382
chr3 37067107 37067518 MLH1_Exon11_NM_001258273.1 1098.16 957.78 140.38 12.783201
chr13 32941923 32942122 BRCA2_Intron18_NM_000059.3 1277.06 1114.06 163.0 12.763692
chr11 32452055 32452105 WT1_Exon1_NM_001198552.2 1115.02 974.12 140.9 12.636545
chr13 32939823 32940668 BRCA2_Intron18_NM_000059.3 1499.64 1312.34 187.3 12.489664
chr11 108161548 108161574 ATM_Intron29_NM_000051.3 361.34 316.74 44.6 12.342946
chr9 8331561 8331756 PTPRD_Exon29_NM_130392.3 951.06 836.82 114.24 12.01186
chr13 32939381 32939505 BRCA2_Intron18_NM_000059.3 1480.56 1302.90 177.66 11.999514
chr12 52345507 52345638 ACVR1B_Exon1_NM_004302.5 463.02 407.60 55.42 11.969245
chr12 498072 498277 KDM5A_Exon1_NM_001042603.3 1182.56 1041.14 141.42 11.958801
chrX 47004825 47004935 RBM10_Exon1_NM_001204468.1 606.52 534.18 72.34 11.927059
chr11 1015741 1018790 MUC6_Exon31_NM_005961.3 5815.30 5139.54 675.76 11.620381
chr17 59941013 59941039 BRIP1_Intergenic12_NM_032043.3 238.84 211.38 27.46 11.497237
chr13 48954280 48954397 RB1_Exon16_NM_000321.2 1216.12 1076.96 139.16 11.44295
chr2 27009044 27009184 CENPA_Exon1_NM_001042426.1 827.96 734.54 93.42 11.283154
chr17 7579291 7579610 TP53_Exon4_NM_001276696.2 1287.68 1142.50 145.18 11.27454
chrX 123199705 123199816 STAG2_Exon21_NM_001042749.2 1106.48 981.92 124.56 11.257321
chr3 47205323 47205434 SETD2_Exon1_NM_014159.6 996.96 885.06 111.9 11.224121
chr5 78671708 78671766 HOMER1_Exon9_NM_004272.5 248.96 221.56 27.4 11.005784
chr13 32916431 32916682 BRCA2_Intron11_NM_000059.3 1586.24 1411.90 174.34 10.990771
chr4 55144508 55144702 PDGFRA_Exon15_NM_001347827.2 1255.00 1118.30 136.7 10.89243
chr6 31322239 31322323 HLA-B_Exon7_NM_005514.8 1112.58 991.54 121.04 10.879218
chr15 91290602 91290740 BLM_Exon2_NM_001287247.2 1393.68 1242.22 151.46 10.867631
chr16 89845188 89845278 FANCA_Exon20_NM_001286167.3 1385.02 1234.74 150.28 10.850385
chr12 101779971 101780025 UTP20_Exon62_NM_014503.3 173.32 154.54 18.78 10.835449
chr9 139410412 139410566 NOTCH1_Exon10_NM_017617.5 1018.32 908.64 109.68 10.770681
chr15 41021682 41021852 RAD51_Exon8_NM_001164269.2 1302.10 1163.88 138.22 10.61516
chr22 24135966 24135990 SMARCB1_Intron3_NM_001007468.3 392.46 351.62 40.84 10.406156
chr1 209974564 209974778 IRF6_Exon3_NM_006147.4 829.62 743.92 85.7 10.330031
chr1 11740389 11740548 MAD2L2_Exon3_NM_006341.4 1144.62 1026.76 117.86 10.296867
chr17 7980287 7980531 ALOX12B_Exon9_NM_001139.3 1360.20 1221.50 138.7 10.19703
chr19 44047523 44047677 XRCC1_Exon17_NM_006297.2 1121.80 1008.98 112.82 10.057051
chr12 461350 461510 KDM5A_Exon9_NM_001042603.3 1192.04 1072.90 119.14 9.994631
chr3 169381103 169381180 MECOM_Exon1_NM_004991.4 1270.72 1143.94 126.78 9.977021
chr4 84389456 84389486 ABRAXAS1_Intron7_NM_139076.3 428.80 386.36 42.44 9.897388
chr3 142215182 142215382 ATR_Exon34_NM_001184.4 1003.88 905.92 97.96 9.758138
chr16 89809187 89809366 FANCA_Exon37_NM_001286167.3 1391.18 1255.76 135.42 9.734182
chr9 135786819 135786975 TSC1_Exon10_NM_000368.5 1062.18 958.82 103.36 9.730931
chr14 95592896 95593105 DICER1_Exon6_NM_001195573.1 1878.00 1696.34 181.66 9.673056
chr13 20580493 20580746 ZMYM2_Exon6_NM_001353159.1 1644.86 1487.24 157.62 9.582578
chr12 65462523 65462704 WIF1_Exon4_NM_007191.5 1667.92 1511.08 156.84 9.403329
chr15 59344483 59344650 RNF111_Exon3_NM_001270529.2 1390.22 1259.84 130.38 9.378372
chr2 215656870 215656896 BARD1_Intron4_NM_000465.4 574.88 521.12 53.76 9.351517
chr2 212543756 212543929 ERBB4_Exon13_NM_001042599.1 1269.16 1150.76 118.4 9.329005
chr6 407503 407546 IRF4_Exon9_NM_001195286.2 1300.52 1179.74 120.78 9.287054
chr3 89521593 89521789 EPHA3_Exon16_NM_005233.6 1387.90 1259.88 128.02 9.224007
chr6 90432655 90432702 MDN1_Exon40_NM_014611.3 364.52 330.92 33.6 9.217601
chr2 48033897 48034019 MSH6_Exon8_NM_001281492.1 1327.80 1206.22 121.58 9.156499
chrX 70613130 70613346 TAF1_Exon21_NM_138923.3 997.06 906.12 90.94 9.120815
chr2 17938508 17938537 GEN1_Intron1_NM_182625.5 362.94 330.18 32.76 9.026285
chr1 167385159 167385213 POU2F1_Exon17_NM_001365849.1 384.74 350.04 34.7 9.019078
chr11 534191 534342 HRAS_Exon2_NM_176795.4 1326.96 1210.36 116.6 8.787002
chr10 112360176 112360324 SMC3_Exon22_NM_005445.3 1310.56 1195.44 115.12 8.784031
chr5 180076467 180076565 FLT4_Exon1_NM_182925.5 388.18 354.12 34.06 8.77428
chrX 123184950 123185089 STAG2_Exon12_NM_001042749.2 1098.72 1002.52 96.2 8.755643
chr6 44233399 44233440 NFKBIE_Intergenic19_NM_004556.3 972.46 887.52 84.94 8.734549
chr17 45229151 45229322 CDC27_Exon9_NM_001114091.4 3661.34 3344.88 316.46 8.643284
chrX 70598653 70598901 TAF1_Exon8_NM_138923.3 1044.56 954.42 90.14 8.629471
chr10 123246847 123246958 FGFR2_Exon12_NM_001144914.1 1432.10 1309.08 123.02 8.590182
chr22 41566389 41566595 EP300_Exon26_NM_001362843.2 1224.94 1121.42 103.52 8.451026
chr20 9453905 9454032 PLCB4_Exon37_NM_001172646.1 1146.28 1050.04 96.24 8.395854
chr6 18155224 18155345 TPMT_Exon1_NM_001346817.1 1224.48 1121.94 102.54 8.374167
chr11 1021194 1021297 MUC6_Exon27_NM_005961.3 1064.64 975.82 88.82 8.342726
chr6 29911024 29911340 HLA-A_Exon3_NM_002116.8 1855.46 1700.82 154.64 8.334321
chr4 95508262 95508312 PDLIM5_Exon10_NM_001011516.2 428.76 393.46 35.3 8.233044
chr4 140810490 140811085 MAML3_Exon2_NM_018717.5 1535.82 1409.78 126.04 8.206691
chr3 47142927 47143065 SETD2_Exon8_NM_014159.6 1183.78 1086.66 97.12 8.204227
chr7 74103442 74103581 GTF2I_Exon2_NM_001280800.1 1670.52 1534.16 136.36 8.162728
chr10 112363968 112364080 SMC3_Exon29_NM_005445.3 1406.26 1291.90 114.36 8.132209
chr19 13373527 13373667 CACNA1A_Exon25_NM_001127221.1 1075.42 988.44 86.98 8.088003
chr14 21862415 21862664 CHD8_Exon31_NM_020920.4 1652.98 1519.60 133.38 8.069063
chr9 2039445 2039920 SMARCA2_Exon4_NM_001289397.2 1414.10 1301.12 112.98 7.989534
chr2 61712882 61713117 XPO1_Exon20_NM_003400.4 1479.78 1362.66 117.12 7.91469
chr3 10089580 10089755 FANCD2_Exon16_NM_001018115.2 2432.20 2240.78 191.42 7.870241
chr22 24129336 24129469 SMARCB1_Exon1_NM_001007468.3 575.70 530.94 44.76 7.774883
chr18 57013174 57013222 LMAN1_Exon8_NM_005570.4 499.66 461.02 38.64 7.733259
chr5 149497160 149497433 PDGFRB_Exon22_NM_001355017.2 1116.82 1030.92 85.9 7.691481
chr5 79950526 79950803 MSH3_Exon1_NM_002439.5 1056.98 976.16 80.82 7.646313
chr2 225434385 225434509 CUL3_Exon1_NM_001257198.2 743.42 687.34 56.08 7.543515
chr17 63532417 63532691 AXIN2_Exon8_NM_004655.4 1559.88 1443.16 116.72 7.482627
chr10 8105935 8106121 GATA3_Exon4_NM_002051.3 1227.08 1135.46 91.62 7.466506
chr10 114903661 114903804 TCF7L2_Exon6_NM_001146284.2 1383.50 1280.32 103.18 7.457897
chr1 193205365 193205506 CDC73_Exon15_NM_024529.4 1464.56 1355.58 108.98 7.441143
chr17 59859276 59859305 BRIP1_Intron12_NM_032043.3 139.06 128.76 10.3 7.406875
chr2 111886183 111886348 BCL2L11_Exon4_NM_207002.3 1469.50 1361.46 108.04 7.352161
chr7 140434376 140434590 BRAF_Exon18_NM_001354609.2 2034.16 1885.24 148.92 7.320958
chr22 41553152 41553432 EP300_Exon17_NM_001362843.2 1386.88 1285.70 101.18 7.295512
chr18 48577023 48577049 SMAD4_Intron4_NM_005359.6 242.00 224.38 17.62 7.280992
chr1 78414291 78414348 FUBP1_Exon21_NM_001303433.1 939.30 871.34 67.96 7.235175
chr11 125763591 125763643 PUS3_Exon4_NM_031307.4 257.70 239.16 18.54 7.194412
chr15 66735597 66735715 MAP2K1_Exon4_NM_002755.3 1286.34 1194.10 92.24 7.170732
chr17 7579818 7579932 TP53_Exon2_NM_001276696.2 942.54 875.28 67.26 7.136037
chr19 2206707 2206816 DOT1L_Exon10_NM_032482.3 1344.36 1248.46 95.9 7.133506
chr16 2100380 2100507 TSC2_Exon2_NM_001318829.1 1461.28 1357.70 103.58 7.088306
chr9 5089653 5089883 JAK2_Exon19_NM_001322195.1 1246.44 1158.46 87.98 7.058503
chr5 1279385 1279605 TERT_Exon5_NM_001193376.2 636.98 592.06 44.92 7.052027
chr16 3929812 3929937 CREBBP_Exon1_NM_001079846.1 708.84 659.34 49.5 6.98324
chrX 70643983 70644108 TAF1_Exon32_NM_138923.3 1012.84 943.16 69.68 6.879665
chr2 209110022 209110168 IDH1_Exon5_NM_001282387.1 1234.00 1149.46 84.54 6.850891
chrX 153906358 153906413 GAB3_Exon10_NM_001081573.3 364.90 339.96 24.94 6.834749
chr9 131356433 131356672 SPTAN1_Exon23_NM_001195532.2 1235.90 1151.74 84.16 6.809612
chr21 36206686 36206918 RUNX1_Exon4_NM_001001890.3 742.24 691.78 50.46 6.79834
chr19 1221191 1221359 STK11_Exon6_NM_000455.5 1377.12 1283.54 93.58 6.795341
chr19 15350449 15350652 BRD4_Exon16_NM_058243.2 936.00 872.50 63.5 6.784188
chr6 31239355 31239665 HLA-C_Exon2_NM_002117.6 1630.32 1520.34 109.98 6.745915
chr17 59892469 59892497 BRIP1_Intron7_NM_032043.3 389.54 363.28 26.26 6.741285
chr10 104378802 104378848 SUFU_Exon11_NM_001178133.2 1045.76 975.42 70.34 6.726209
chr13 28901578 28901707 FLT1_Exon20_NM_002019.4 1168.04 1089.60 78.44 6.715523
chr15 88690545 88690654 NTRK3_Exon6_NM_002530.4 1259.36 1174.94 84.42 6.703405
chr20 39742589 39742815 TOP1_Exon15_NM_003286.4 1647.24 1538.58 108.66 6.596489
chr13 32901831 32901921 BRCA2_Intron7_NM_000059.3 1046.42 977.42 69.0 6.593911
chr6 112021286 112021491 FYN_Exon7_NM_001370529.1 1556.98 1454.38 102.6 6.58968
chrX 128638690 128638799 SMARCA1_Exon9_NM_003069.5 1200.18 1121.10 79.08 6.589012
chrX 47430701 47430876 ARAF_Exon16_NM_001256196.1 800.44 747.98 52.46 6.553895
chr2 111921689 111921828 BCL2L11_Exon3_NM_138627.4 1121.98 1048.84 73.14 6.518833
chr2 242794329 242794525 PDCD1_Exon3_NM_005018.3 670.50 626.84 43.66 6.511559
chr4 140811057 140812141 MAML3_Exon2_NM_018717.5 1548.82 1448.10 100.72 6.503015
chrX 20148613 20148745 EIF1AX_Exon6_NM_001412.4 939.46 878.54 60.92 6.484576
chr15 89857822 89857958 FANCI_Exon36_NM_001113378.1 1292.86 1209.70 83.16 6.432251
chr13 28942837 28942863 FLT1_Intron15_NM_002019.4 699.26 654.54 44.72 6.395332
chr19 36208900 36209303 KMT2B_Exon1_NM_014727.2 593.40 555.46 37.94 6.393664
chr4 144378812 144378942 GAB1_Exon7_NM_207123.3 1075.16 1006.48 68.68 6.387886
chrX 70464619 70464763 ZMYM3_Exon19_NM_201599.3 855.38 801.30 54.08 6.322336
chr17 45232017 45232172 CDC27_Exon8_NM_001114091.4 1803.30 1689.56 113.74 6.307325
chr2 148602701 148602796 ACVR2A_Exon2_NM_001278579.2 1188.72 1114.64 74.08 6.231913
chr3 10142851 10142966 FANCD2_Exon44_NM_001018115.2 1188.80 1114.94 73.86 6.212988
chr17 41219140 41219268 BRCA1_Intron16_NM_007298.3 1152.80 1081.72 71.08 6.165857
chr11 85968536 85968658 EED_Exon6_NM_001330334.1 1364.36 1280.54 83.82 6.14354
chr6 31237966 31238282 HLA-C_Exon4_NM_002117.6 1810.66 1699.46 111.2 6.141407
chr14 65482322 65482454 CHURC1-FNTB_Exon6_NM_001202559.1 1760.42 1653.24 107.18 6.08832
chr6 163991907 163991963 QKI_Exon8_NM_001301085.2 478.74 449.60 29.14 6.086811
chr17 45235551 45235689 CDC27_Exon5_NM_001114091.4 1223.84 1149.48 74.36 6.075958
chr6 50681641 50681690 TFAP2D_Exon1_NM_172238.3 402.48 378.08 24.4 6.062413
chr2 215593237 215593303 BARD1_Exon11_NM_000465.4 535.18 502.84 32.34 6.042827
chr2 47596624 47596740 EPCAM_Exon1_NM_002354.3 750.12 705.00 45.12 6.015038
chr16 50402616 50402705 BRD7_Exon1_NM_001173984.3 376.04 353.44 22.6 6.009999
chr11 108159223 108159251 ATM_Intron27_NM_000051.3 319.92 300.72 19.2 6.0015
chr19 13335460 13335606 CACNA1A_Exon38_NM_001127221.1 948.48 891.64 56.84 5.992746
chr10 114711221 114711386 TCF7L2_Exon3_NM_001146284.2 838.20 788.36 49.84 5.946075
chrX 44935875 44935893 KDM6A_Intron15_NM_001291421.1 421.84 396.78 25.06 5.940641
chr1 78444548 78444708 FUBP1_Exon1_NR_146540.2 1056.42 994.66 61.76 5.84616
chr17 41264633 41264841 BRCA1_Intron3_NM_007298.3 1506.86 1419.04 87.82 5.828013
chr16 2213901 2214022 TRAF7_Exon2_NM_032271.3 1714.72 1615.52 99.2 5.785201
chr19 14104669 14104722 RFX1_Exon2_NM_002918.5 286.08 269.54 16.54 5.7816
chr1 110906407 110906455 SLC16A4_Exon8_NM_001201547.1 335.30 315.94 19.36 5.773934
chr13 49039320 49039524 RB1_Exon23_NM_000321.2 1512.14 1424.88 87.26 5.77063
chr2 234676826 234677125 UGT1A8_Exon4_NM_019076.4 1404.10 1323.42 80.68 5.746029
chr11 67195996 67196114 RPS6KB2_Exon1_NM_003952.3 913.22 860.94 52.28 5.724798
chr1 27022874 27024051 ARID1A_Exon1_NM_139135.4 1107.82 1044.52 63.3 5.713925
chr14 102276186 102276236 PPP2R5C_Exon2_NM_001352912.1 510.78 481.76 29.02 5.681507
chr11 118307207 118307679 KMT2A_Exon1_NM_001197104.1 709.90 669.78 40.12 5.6515
chr17 7416319 7417516 POLR2A_Exon29_NM_000937.5 1432.02 1352.24 79.78 5.571151
chr13 28931670 28931842 FLT1_Exon15_NM_002019.4 1313.94 1240.80 73.14 5.566464
chr2 212566671 212566911 ERBB4_Exon12_NM_001042599.1 1509.10 1425.48 83.62 5.541051
chr4 55981427 55981598 KDR_Exon4_NM_002253.3 998.16 943.02 55.14 5.524164
chr5 37027440 37027534 NIPBL_Exon32_NM_015384.5 1374.32 1298.44 75.88 5.521276
chr3 138453455 138453666 PIK3CB_Exon7_NM_006219.3 1452.66 1373.00 79.66 5.483733
chr12 56494824 56495165 ERBB3_Exon27_NM_001982.3 1685.68 1593.48 92.2 5.469603
chr9 98278884 98279122 PTCH1_Exon1_NM_001083603.2 1110.58 1050.68 59.9 5.393578
chr18 30913123 30913172 CCDC178_Exon10_NM_001371121.1 319.68 302.46 17.22 5.386637
chr3 52620420 52620724 PBRM1_Exon25_NM_001350077.2 1134.80 1073.68 61.12 5.385971
chr7 151946940 151947058 KMT2C_Exon13_NM_170606.3 2062.76 1951.76 111.0 5.38114
chr17 29422307 29422407 NF1_Exon1_NM_000267.3 667.62 632.02 35.6 5.332375
chr11 71939750 71939911 INPPL1_Exon4_NM_001567.4 976.70 924.66 52.04 5.328146
chr3 52668597 52668851 PBRM1_Exon15_NM_001350077.2 1546.82 1464.82 82.0 5.301199
chr7 6036840 6036867 PMS2_Intron8_NM_001322005.2 717.74 679.78 37.96 5.288823
chr22 24135725 24135895 SMARCB1_Exon3_NM_001007468.3 1227.52 1162.68 64.84 5.282195
chr5 98204178 98204359 CHD1_Exon30_NM_001270.2 1515.94 1436.26 79.68 5.256145
chr3 168862764 168862807 MECOM_Exon2_NM_001105077.3 1348.58 1277.88 70.7 5.242551
chr9 131348006 131348264 SPTAN1_Exon19_NM_001195532.2 1278.86 1211.82 67.04 5.242169
chr19 36218036 36218190 KMT2B_Exon15_NM_014727.2 1627.54 1542.70 84.84 5.212775
chr9 2182120 2182262 SMARCA2_Exon30_NM_001289397.2 1210.52 1147.68 62.84 5.191158
chr1 16265192 16265391 SPEN_Exon14_NM_015001.3 1254.92 1189.84 65.08 5.185988
chr19 40744791 40744900 AKT2_Exon7_NM_001330511.1 1291.34 1225.14 66.2 5.126458
chr12 57858873 57859058 GLI1_Exon5_NM_005269.3 1409.32 1337.18 72.14 5.118781
chr19 44050726 44050899 XRCC1_Exon12_NM_006297.2 1106.58 1050.26 56.32 5.089555
chr2 103378562 103378617 TMEM182_Exon1_NM_144632.5 419.36 398.04 21.32 5.083937
chr21 33060599 33060797 SCAF4_Exon16_NM_020706.2 1824.22 1731.64 92.58 5.075046
chr4 55144042 55144193 PDGFRA_Exon14_NM_001347827.2 1347.56 1279.38 68.18 5.059515
chr17 7576516 7576604 TP53_Exon6_NM_001276698.2 1199.54 1138.98 60.56 5.048602
chr5 176686969 176687189 NSD1_Exon15_NM_172349.2 1328.86 1262.24 66.62 5.01332
chr10 114925293 114925751 TCF7L2_Exon13_NM_001146284.2 917.06 871.30 45.76 4.989859
chr15 42054306 42054580 MGA_Exon21_NM_001080541.2 1633.18 1551.84 81.34 4.980468
chr16 23634269 23634471 PALB2_Exon9_NM_024675.4 1225.26 1164.46 60.8 4.962212
