Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr13 50587635 50587696 TRIM13_Exon3_NM_005798.5 3.00 1.22 1.78 59.333333
chr2 215656870 215656896 BARD1_Intron4_NM_000465.4 574.88 245.92 328.96 57.222377
chr5 98216962 98217099 CHD1_Exon20_NM_001270.2 1425.60 620.14 805.46 56.499719
chr17 7579679 7579741 TP53_Exon3_NM_001276696.2 660.84 288.08 372.76 56.406997
chr17 59859276 59859305 BRIP1_Intron12_NM_032043.3 139.06 62.18 76.88 55.285488
chr1 236714273 236714330 LGALS8_Exon12_NM_201545.2 349.44 157.72 191.72 54.864927
chr17 59892469 59892497 BRIP1_Intron7_NM_032043.3 389.54 176.36 213.18 54.726087
chr5 134907413 134907495 CXCL14_Exon4_NM_004887.5 258.60 119.98 138.62 53.604022
chrX 123200004 123200132 STAG2_Exon22_NM_001042749.2 1129.12 530.02 599.1 53.059019
chr4 185340602 185340742 IRF2_Exon3_NM_002199.4 905.36 426.64 478.72 52.876204
chr2 48033897 48034019 MSH6_Exon8_NM_001281492.1 1327.80 628.28 699.52 52.682633
chr7 30673493 30673547 GARS1_Exon17_NM_001316772.1 463.36 230.44 232.92 50.26761
chr9 100777765 100777818 ANP32B_Exon7_NM_006401.3 661.32 329.86 331.46 50.12097
chr20 9453905 9454032 PLCB4_Exon37_NM_001172646.1 1146.28 572.38 573.9 50.066301
chr19 14104669 14104722 RFX1_Exon2_NM_002918.5 286.08 142.96 143.12 50.027964
chr6 29911024 29911340 HLA-A_Exon3_NM_002116.8 1855.46 927.48 927.98 50.013474
chr17 41218724 41218828 BRCA1_Intron16_NM_007298.3 1105.48 560.42 545.06 49.305279
chr2 17940116 17940141 GEN1_Intron1_NM_182625.5 183.36 93.80 89.56 48.843805
chr17 45221228 45221368 CDC27_Exon10_NM_001114091.4 7085.68 3639.56 3446.12 48.634993
chr1 10357211 10357324 KIF1B_Exon20_NM_183416.4 1348.08 693.20 654.88 48.578719
chr9 84248242 84248299 TLE1_Exon8_NM_001303103.1 1031.88 533.62 498.26 48.286622
chr8 117868384 117868547 RAD21_Exon8_NM_006265.3 1834.18 951.98 882.2 48.097788
chr5 55243300 55243437 IL6ST_Exon15_NM_002184.4 1059.14 551.30 507.84 47.948335
chrX 123195600 123195744 STAG2_Exon17_NM_001042749.2 1062.62 558.04 504.58 47.484519
chr17 59941013 59941039 BRIP1_Intergenic12_NM_032043.3 238.84 125.62 113.22 47.40412
chr1 78414291 78414348 FUBP1_Exon21_NM_001303433.1 939.30 494.16 445.14 47.39061
chr5 158526577 158526627 EBF1_Exon1_NM_001324111.2 375.20 197.48 177.72 47.366738
chr17 41219528 41220025 BRCA1_Exon15_NM_007298.3 1265.16 670.98 594.18 46.964811
chr14 69149816 69149841 LOC100996664_Intergenic8_NR_135816.1 899.24 477.08 422.16 46.94631
chr5 122359448 122359499 PPIC_Exon5_NM_000943.5 288.78 154.06 134.72 46.65143
chr3 1339552 1339695 CNTN6_Exon6_NM_001349359.2 1173.86 629.00 544.86 46.416097
chr12 42835309 42835363 PPHLN1_Exon8_NM_001143789.1 339.58 182.58 157.0 46.233583
chr10 112360176 112360324 SMC3_Exon22_NM_005445.3 1310.56 709.14 601.42 45.890306
chr4 155295071 155295107 DCHS2_Intron3_NM_001358235.2 1492.84 809.06 683.78 45.803971
chr2 111886183 111886348 BCL2L11_Exon4_NM_207002.3 1469.50 801.26 668.24 45.473971
chr22 24135966 24135990 SMARCB1_Intron3_NM_001007468.3 392.46 215.12 177.34 45.186771
chr5 83239113 83239167 EDIL3_Exon11_NM_005711.5 406.70 226.38 180.32 44.337349
chr13 28942837 28942863 FLT1_Intron15_NM_002019.4 699.26 391.74 307.52 43.97792
chr15 89816587 89816720 FANCI_Exon11_NM_001113378.1 1109.32 625.48 483.84 43.615909
chr14 53513420 53513471 DDHD1_Exon13_NM_001160147.2 427.86 241.44 186.42 43.570327
chr2 17938508 17938537 GEN1_Intron1_NM_182625.5 362.94 206.28 156.66 43.164159
chr1 167385159 167385213 POU2F1_Exon17_NM_001365849.1 384.74 219.22 165.52 43.021261
chr17 45219198 45219411 CDC27_Exon12_NM_001114091.4 5568.82 3186.18 2382.64 42.785366
chr5 122359483 122359552 PPIC_Exon5_NM_000943.5 340.44 195.72 144.72 42.509693
chr6 161523710 161523831 MAP3K4_Exon18_NM_001363582.1 1278.36 740.16 538.2 42.100817
chr17 41275225 41275358 BRCA1_Intron2_NM_007298.3 1067.12 623.66 443.46 41.556713
chr11 125763591 125763643 PUS3_Exon4_NM_031307.4 257.70 151.76 105.94 41.109818
chr17 29508707 29508823 NF1_Exon7_NM_000267.3 1245.72 738.06 507.66 40.752336
chr17 59911026 59911052 BRIP1_Intron7_NM_032043.3 211.38 125.74 85.64 40.514713
chr13 32940978 32941301 BRCA2_Intron18_NM_000059.3 1623.32 982.18 641.14 39.495602
chr11 108161548 108161574 ATM_Intron29_NM_000051.3 361.34 218.92 142.42 39.414402
chr2 103378562 103378617 TMEM182_Exon1_NM_144632.5 419.36 254.36 165.0 39.34567
chr12 498072 498277 KDM5A_Exon1_NM_001042603.3 1182.56 718.18 464.38 39.269043
chr10 105885506 105885560 SFR1_Exon4_NM_145247.4 491.54 300.04 191.5 38.959189
chr6 31239755 31239868 HLA-C_Exon1_NM_002117.6 1780.18 1088.70 691.48 38.843263
chr13 72440646 72440927 DACH1_Exon1_NM_080760.5 821.16 503.14 318.02 38.728141
chr17 41219140 41219268 BRCA1_Intron16_NM_007298.3 1152.80 717.18 435.62 37.787994
chr17 29559070 29559227 NF1_Exon25_NM_000267.3 1120.12 704.58 415.54 37.097811
chr22 30051562 30051685 NF2_Exon6_NM_000268.3 1218.40 769.26 449.14 36.863099
chr15 99192790 99192924 IGF1R_Exon1_NM_001291858.2 1104.62 701.94 402.68 36.454165
chr17 41207956 41208304 BRCA1_Intron19_NM_007298.3 1264.36 808.92 455.44 36.021386
chr6 31237722 31237882 HLA-C_Exon5_NM_002117.6 1625.44 1041.04 584.4 35.953342
chr3 10128797 10128968 FANCD2_Exon34_NM_001018115.2 1035.24 664.54 370.7 35.808122
chr5 86679509 86679617 RASA1_Exon21_NM_002890.3 1399.82 903.20 496.62 35.477419
chr11 115047013 115047066 CADM1_Exon12_NM_001301043.2 451.74 291.62 160.12 35.445168
chr11 118353033 118353056 KMT2A_Intron7_NM_001197104.1 966.22 624.00 342.22 35.418435
chr2 215657000 215657189 BARD1_Exon3_NM_000465.4 1433.42 929.42 504.0 35.160665
chr8 90955260 90955287 NBN_Intron15_NM_002485.4 657.96 430.60 227.36 34.555292
chr14 68944344 68944401 RAD51B_Exon11_NM_133510.4 1868.52 1227.40 641.12 34.311648
chr14 68331699 68331876 RAD51B_Exon5_NM_001321819.1 1702.16 1126.10 576.06 33.842882
chr6 29910513 29910823 HLA-A_Exon2_NM_002116.8 1682.10 1114.30 567.8 33.755425
chr19 4097256 4097361 MAP2K2_Exon8_NM_030662.3 1193.32 796.00 397.32 33.295344
chr12 14599901 14600007 ATF7IP_Exon6_NM_018179.4 1169.98 780.70 389.28 33.272364
chr13 32916431 32916682 BRCA2_Intron11_NM_000059.3 1586.24 1058.62 527.62 33.262306
chr13 32901831 32901921 BRCA2_Intron7_NM_000059.3 1046.42 699.54 346.88 33.149214
chr19 11919177 11919231 ZNF491_Exon3_NM_152356.4 269.84 181.12 88.72 32.878743
chr18 649860 649914 TYMSOS_Exon2_NM_001012716.3 393.46 266.32 127.14 32.313323
chr12 52345507 52345638 ACVR1B_Exon1_NM_004302.5 463.02 314.32 148.7 32.115243
chr5 138213125 138213153 CTNNA1_Intron7_NM_001290307.2 2.72 1.86 0.86 31.617647
chr2 21266715 21266837 APOB_Exon1_NM_000384.3 599.74 414.82 184.92 30.833361
chr11 108156044 108156068 ATM_Intron26_NM_000051.3 253.66 175.70 77.96 30.734053
chr6 29910310 29910423 HLA-A_Exon1_NM_002116.8 1833.26 1270.52 562.74 30.696137
chrX 123184950 123185089 STAG2_Exon12_NM_001042749.2 1098.72 762.46 336.26 30.604704
chr12 432227 432392 KDM5A_Exon16_NM_001042603.3 1000.22 696.74 303.48 30.341325
chr7 6038614 6038644 PMS2_Intron7_NM_001322005.2 665.20 464.00 201.2 30.246542
chr20 44470629 44470681 SNX21_Exon4_NM_001042632.3 314.20 219.62 94.58 30.101846
chr17 66453462 66453582 WIPI1_Exon1_NM_017983.7 922.48 646.06 276.42 29.964877
chr13 33315197 33315306 PDS5B_Exon22_NM_015032.4 1000.38 704.00 296.38 29.626742
chrX 44935921 44936091 KDM6A_Exon16_NM_001291421.1 631.68 446.04 185.64 29.388298
chr12 101779971 101780025 UTP20_Exon62_NM_014503.3 173.32 122.48 50.84 29.333026
chr2 215614501 215614526 BARD1_Intron8_NM_000465.4 449.72 317.84 131.88 29.324913
chr6 29913207 29913252 HLA-A_Exon8_NM_002116.8 1938.60 1375.08 563.52 29.0684
chr12 7045872 7045958 ATN1_Exon5_NM_001007026.2 971.96 690.32 281.64 28.976501
chr17 29647370 29647469 EVI2A_Exon2_NM_001003927.3 1596.08 1133.62 462.46 28.974738
chr13 49039113 49039267 RB1_Exon22_NM_000321.2 1145.00 813.80 331.2 28.925764
chr9 135772789 135773017 TSC1_Exon21_NM_000368.5 1765.62 1255.82 509.8 28.87371
chr15 45848211 45848266 HMGN2P46_Exon6_NR_022014.1 302.46 216.92 85.54 28.281426
chr7 140624345 140624523 BRAF_Exon1_NM_001354609.2 851.78 613.34 238.44 27.993144
chrX 153906358 153906413 GAB3_Exon10_NM_001081573.3 364.90 267.18 97.72 26.77994
chr3 121202212 121202449 POLQ_Exon18_NM_199420.4 1384.78 1014.58 370.2 26.733488
chr10 89640030 89640057 PTEN_Intron1_NM_001304718.2 372.52 274.48 98.04 26.31805
chr2 215593237 215593303 BARD1_Exon11_NM_000465.4 535.18 394.50 140.68 26.286483
chr4 55598016 55598184 KIT_Exon16_NM_001093772.1 1410.24 1040.24 370.0 26.236669
chr2 47641387 47643588 MSH2_Exon6_NM_001258281.1 1134.98 838.06 296.92 26.160813
chrX 96171416 96171593 DIAPH2_Exon8_NM_007309.3 720.32 538.00 182.32 25.310973
chr6 90432655 90432702 MDN1_Exon40_NM_014611.3 364.52 272.72 91.8 25.183803
chr6 20404025 20404083 E2F3_Exon1_NM_001243076.2 702.92 526.08 176.84 25.157913
chr5 98216759 98216895 CHD1_Exon21_NM_001270.2 1566.82 1182.86 383.96 24.505687
chr15 89856114 89856223 FANCI_Exon35_NM_001113378.1 1417.66 1071.80 345.86 24.396541
chr4 155225800 155226050 DCHS2_Exon12_NM_001358235.2 1503.36 1137.74 365.62 24.320189
chrX 53655423 53655591 HUWE1_Exon15_NM_031407.7 1402.52 1061.72 340.8 24.299119
chr17 41263139 41263252 BRCA1_Intron3_NM_007298.3 1026.86 777.58 249.28 24.275948
chr11 32452055 32452105 WT1_Exon1_NM_001198552.2 1115.02 844.38 270.64 24.27221
chr2 27009044 27009184 CENPA_Exon1_NM_001042426.1 827.96 629.40 198.56 23.981835
chr9 95237005 95237088 ASPN_Exon2_NM_017680.5 758.34 577.86 180.48 23.799351
chr1 241663716 241663910 FH_Exon9_NM_000143.3 1309.94 998.62 311.32 23.765974
chr13 48954168 48954240 RB1_Exon15_NM_000321.2 926.80 708.08 218.72 23.599482
chr16 81891847 81891981 PLCG2_Exon4_NM_002661.5 1454.44 1112.50 341.94 23.510079
chr1 209974564 209974778 IRF6_Exon3_NM_006147.4 829.62 634.80 194.82 23.48304
chr13 32923385 32923710 BRCA2_Intron13_NM_000059.3 1805.30 1393.58 411.72 22.806182
chr6 31237094 31237182 HLA-C_Exon7_NM_002117.6 1765.18 1364.90 400.28 22.676441
chr4 144378812 144378942 GAB1_Exon7_NM_207123.3 1075.16 833.10 242.06 22.513858
chr20 58497462 58497516 SYCP2_Exon3_NM_014258.4 256.80 199.08 57.72 22.476636
chr6 44233399 44233440 NFKBIE_Intergenic19_NM_004556.3 972.46 756.20 216.26 22.238447
chr1 198717217 198717348 PTPRC_Exon24_NM_080921.3 905.82 704.52 201.3 22.222958
chr6 407503 407546 IRF4_Exon9_NM_001195286.2 1300.52 1013.00 287.52 22.10808
chr5 139494827 139494881 PURA_Exon1_NM_005859.5 492.98 384.18 108.8 22.069861
chr22 39079901 39079955 TOMM22_Exon4_NM_020243.5 460.26 358.84 101.42 22.035371
chr2 225422355 225422593 CUL3_Exon2_NM_003590.5 1173.06 914.62 258.44 22.031269
chr14 65472901 65473022 MAX_Exon4_NM_197957.3 1790.12 1399.12 391.0 21.842111
chr12 56295217 56295272 PYM1_Exon3_NM_001143853.1 378.90 296.24 82.66 21.815783
chr7 6036936 6037074 PMS2_Exon7_NM_001322005.2 1519.36 1188.22 331.14 21.794703
chr3 52621348 52621546 PBRM1_Exon24_NM_001350077.2 1221.50 955.52 265.98 21.774867
chr15 40993983 40994144 RAD51_Exon4_NM_001164269.2 3.60 2.82 0.78 21.666667
chr7 6036840 6036867 PMS2_Intron8_NM_001322005.2 717.74 562.88 154.86 21.576058
chr22 36708073 36708287 MYH9_Exon14_NM_002473.5 1288.32 1013.68 274.64 21.317685
chr6 31236925 31236970 HLA-C_Exon8_NM_002117.6 1507.54 1187.26 320.28 21.245207
chr2 225400224 225400378 CUL3_Exon3_NM_003590.5 1346.02 1060.48 285.54 21.213652
chr6 29912256 29912413 HLA-A_Exon5_NM_002116.8 1878.50 1486.12 392.38 20.887943
chr3 47147466 47147630 SETD2_Exon6_NM_014159.6 1405.72 1115.52 290.2 20.644225
chr13 28942694 28942820 FLT1_Exon15_NM_001160030.2 1380.90 1096.96 283.94 20.561952
chr14 75506593 75506738 MLH3_Exon5_NM_001040108.1 1173.86 932.66 241.2 20.547595
chr1 237060926 237060980 MTR_Exon32_NM_001291939.1 418.94 333.74 85.2 20.337041
chr12 21644432 21644670 RECQL_Exon3_NM_002907.4 1535.04 1224.92 310.12 20.202731
chr9 137688673 137688767 COL5A1_Exon36_NM_000093.5 1218.20 973.26 244.94 20.106715
chr14 20815001 20815092 PARP2_Exon4_NM_001042618.1 1597.60 1277.58 320.02 20.031297
chr21 44195518 44195570 PDE9A_Exon20_NM_002606.3 329.14 263.82 65.32 19.845658
chr11 118369064 118369263 KMT2A_Exon22_NM_001197104.1 1352.16 1085.64 266.52 19.710685
chr3 142231081 142231332 ATR_Exon27_NM_001184.4 1376.34 1105.80 270.54 19.65648
chr17 41210070 41210286 BRCA1_Intron18_NM_007298.3 1147.56 922.88 224.68 19.578933
chr17 45216084 45216277 CDC27_Exon13_NM_001114091.4 5789.64 4668.68 1120.96 19.36148
chr4 95508262 95508312 PDLIM5_Exon10_NM_001011516.2 428.76 346.50 82.26 19.185558
chr9 133710813 133710932 ABL1_Exon1_NM_005157.6 857.12 694.04 163.08 19.026507
chr12 21639392 21639539 RECQL_Exon5_NM_002907.4 1043.64 845.12 198.52 19.021885
chr17 45249262 45249450 CDC27_Exon3_NM_001114091.4 4154.00 3364.78 789.22 18.999037
chr7 148494883 148494971 CUL1_Exon18_NM_001370660.1 1947.82 1581.46 366.36 18.808719
chr5 138132226 138132255 CTNNA1_Intron3_NM_001290307.2 40.80 33.14 7.66 18.77451
chr7 116409678 116409940 MET_Exon12_NM_001324401.2 2611.42 2121.96 489.46 18.743059
chr19 44047523 44047677 XRCC1_Exon17_NM_006297.2 1121.80 911.76 210.04 18.72348
chrX 47004825 47004935 RBM10_Exon1_NM_001204468.1 606.52 493.76 112.76 18.591308
chr6 29912990 29913078 HLA-A_Exon7_NM_002116.8 2206.28 1797.28 409.0 18.537992
chr9 37033962 37034048 PAX5_Exon1_NM_016734.3 796.48 648.88 147.6 18.531539
chr17 41231820 41232330 BRCA1_Intron12_NM_007298.3 1688.04 1376.36 311.68 18.464017
chr17 41260366 41260476 BRCA1_Intron3_NM_007298.3 1313.12 1070.84 242.28 18.450713
chr8 102701437 102701491 NCALD_Exon4_NM_032041.3 425.56 347.48 78.08 18.347589
chr20 39742589 39742815 TOP1_Exon15_NM_003286.4 1647.24 1346.42 300.82 18.262063
chr17 41262454 41262702 BRCA1_Intron3_NM_007298.3 1203.04 983.80 219.24 18.223833
chr11 1015741 1018790 MUC6_Exon31_NM_005961.3 5815.30 4756.42 1058.88 18.208519
chr11 102056728 102056882 YAP1_Exon4_NM_001195044.2 1395.06 1142.34 252.72 18.11535
chrX 31144738 31144810 DMD_Exon50_NM_004012.4 1010.96 828.02 182.94 18.095671
chr14 62211402 62211551 HIF1A_Exon13_NM_181054.3 1719.38 1409.04 310.34 18.049529
chr22 21343893 21343991 LZTR1_Exon7_NM_006767.4 1397.24 1146.62 250.62 17.93679
chr14 95592896 95593105 DICER1_Exon6_NM_001195573.1 1878.00 1541.72 336.28 17.906283
chr16 66757468 66757523 DYNC1LI2_Exon13_NM_006141.3 510.62 419.50 91.12 17.844973
chrX 44920548 44920684 KDM6A_Exon12_NM_001291421.1 740.40 608.28 132.12 17.844408
chr6 31237966 31238282 HLA-C_Exon4_NM_002117.6 1810.66 1487.94 322.72 17.823335
chr19 6583290 6583509 CD70_Exon4_NM_001330332.2 1239.22 1019.74 219.48 17.711141
chr2 48032736 48032866 MSH6_Exon5_NM_001281492.1 1199.62 989.20 210.42 17.540555
chr6 31237249 31237322 HLA-C_Exon6_NM_002117.6 1772.84 1462.58 310.26 17.500733
chr11 119144557 119144754 CBL_Exon4_NM_005188.4 1193.90 985.88 208.02 17.42357
chr22 24135725 24135895 SMARCB1_Exon3_NM_001007468.3 1227.52 1015.64 211.88 17.260819
chr3 10089580 10089755 FANCD2_Exon16_NM_001018115.2 2432.20 2014.00 418.2 17.19431
chr7 148504717 148504818 EZH2_Exon19_NM_001203249.2 1732.12 1438.12 294.0 16.97342
chr11 85968536 85968658 EED_Exon6_NM_001330334.1 1364.36 1133.94 230.42 16.888505
chr1 39900065 39900324 MACF1_Exon63_NM_012090.5 1345.40 1120.08 225.32 16.747436
chr13 32939823 32940668 BRCA2_Intron18_NM_000059.3 1499.64 1249.12 250.52 16.705343
chr18 32888055 32888109 ZNF271P_Exon2_NR_024566.1 318.14 265.44 52.7 16.565034
chr10 8115681 8116006 GATA3_Exon6_NM_002051.3 1289.22 1075.98 213.24 16.540234
chr3 10131955 10132089 FANCD2_Exon37_NM_001018115.2 1163.94 971.64 192.3 16.52147
chr1 10356934 10357155 KIF1B_Exon19_NM_183416.4 1636.56 1367.64 268.92 16.432028
chr3 42251558 42251629 TRAK1_Exon14_NM_001265608.2 269.12 224.96 44.16 16.409037
chr14 70792996 70793049 COX16_Exon4_NM_016468.7 439.36 368.50 70.86 16.128004
chr5 180076467 180076565 FLT4_Exon1_NM_182925.5 388.18 325.72 62.46 16.090473
chr19 15350449 15350652 BRD4_Exon16_NM_058243.2 936.00 785.82 150.18 16.044872
chr17 27829586 27829761 TAOK1_Exon13_NM_025142.1 1390.60 1168.72 221.88 15.955703
chr12 124818949 124819183 NCOR2_Exon43_NM_006312.6 493.82 415.36 78.46 15.88838
chr1 158637627 158637872 SPTA1_Exon15_NM_003126.4 1348.90 1135.20 213.7 15.842538
chr3 47205323 47205434 SETD2_Exon1_NM_014159.6 996.96 839.12 157.84 15.83213
chr12 57496591 57496724 STAT6_Exon12_NM_001178079.2 1405.58 1183.46 222.12 15.802729
chr1 243736207 243736370 AKT3_Exon8_NM_181690.2 1158.60 975.56 183.04 15.798377
chr1 110906407 110906455 SLC16A4_Exon8_NM_001201547.1 335.30 282.38 52.92 15.782881
chr16 3929812 3929937 CREBBP_Exon1_NM_001079846.1 708.84 597.70 111.14 15.679138
chr16 2115499 2115656 TSC2_Exon15_NM_001318829.1 1368.18 1154.34 213.84 15.629522
chr10 114925293 114925751 TCF7L2_Exon13_NM_001146284.2 917.06 774.60 142.46 15.534425
chr3 37067107 37067518 MLH1_Exon11_NM_001258273.1 1098.16 927.64 170.52 15.527792
chr9 139410412 139410566 NOTCH1_Exon10_NM_017617.5 1018.32 860.62 157.7 15.486291
chr5 36958185 36958353 NIPBL_Exon4_NM_015384.5 1723.50 1458.58 264.92 15.371047
chr17 7577478 7577628 TP53_Exon3_NM_001276698.2 1055.56 893.78 161.78 15.326462
chr19 13373527 13373667 CACNA1A_Exon25_NM_001127221.1 1075.42 911.14 164.28 15.275892
chr19 57742596 57742694 AURKC_Exon1_NM_001015878.2 915.04 775.54 139.5 15.245235
chr13 73637941 73638041 KLF5_Exon3_NM_001286818.1 1608.16 1363.88 244.28 15.190031
chr17 45258907 45259023 CDC27_Exon2_NM_001114091.4 3001.24 2546.34 454.9 15.157068
chr17 7416319 7417516 POLR2A_Exon29_NM_000937.5 1432.02 1215.14 216.88 15.14504
chr6 31239355 31239665 HLA-C_Exon2_NM_002117.6 1630.32 1385.18 245.14 15.036312
chr11 1021194 1021297 MUC6_Exon27_NM_005961.3 1064.64 904.56 160.08 15.036069
chr17 7576516 7576604 TP53_Exon6_NM_001276698.2 1199.54 1020.02 179.52 14.965737
chr9 131356433 131356672 SPTAN1_Exon23_NM_001195532.2 1235.90 1051.66 184.24 14.907355
chr6 50681641 50681690 TFAP2D_Exon1_NM_172238.3 402.48 342.52 59.96 14.897635
chr2 225434385 225434509 CUL3_Exon1_NM_001257198.2 743.42 632.76 110.66 14.88526
chr11 108107254 108107284 ATM_Intron5_NM_000051.3 431.76 367.54 64.22 14.874004
chr6 54130810 54130863 MLIP_Exon13_NM_138569.2 263.44 224.28 39.16 14.864865
chr18 48584689 48584846 SMAD4_Exon7_NM_005359.6 1998.56 1702.16 296.4 14.830678
chr15 33015822 33015849 GREM1_Intron1_NM_013372.7 279.22 237.82 41.4 14.827018
chr19 44050726 44050899 XRCC1_Exon12_NM_006297.2 1106.58 942.84 163.74 14.796942
chr9 27217665 27217776 TEK_Exon17_NM_001290078.1 1223.84 1043.08 180.76 14.769905
chr12 121438847 121439015 HNF1A_Exon10_NM_001306179.2 1076.86 918.04 158.82 14.748435
chr12 58141979 58142043 TSPAN31_Exon4_NM_001330168.2 790.46 675.04 115.42 14.601624
chr13 32917183 32918882 BRCA2_Exon12_NM_000059.3 1651.02 1410.40 240.62 14.574021
chr11 108196016 108196291 ATM_Exon46_NM_000051.3 1487.50 1271.22 216.28 14.539832
chr1 193205365 193205506 CDC73_Exon15_NM_024529.4 1464.56 1252.24 212.32 14.497187
chr5 1279385 1279605 TERT_Exon5_NM_001193376.2 636.98 545.20 91.78 14.408616
chr16 23624959 23624986 PALB2_Intron12_NM_024675.4 163.60 140.04 23.56 14.400978
chr17 7579291 7579610 TP53_Exon4_NM_001276696.2 1287.68 1102.28 185.4 14.397987
chr2 99936090 99936138 TXNDC9_Exon5_NM_005783.4 308.48 264.18 44.3 14.360737
chr13 48954280 48954397 RB1_Exon16_NM_000321.2 1216.12 1042.92 173.2 14.242016
chr5 138258613 138258639 CTNNA1_Intron11_NM_001290307.2 425.16 364.80 60.36 14.197008
chr8 90952849 90952872 NBN_Intron15_NM_002485.4 597.26 513.14 84.12 14.084318
chr19 45858902 45859006 ERCC2_Exon16_NM_000400.3 1338.56 1150.72 187.84 14.032991
chr1 39927534 39927729 MACF1_Exon88_NM_012090.5 1215.06 1044.68 170.38 14.022353
chr13 32941923 32942122 BRCA2_Intron18_NM_000059.3 1277.06 1098.70 178.36 13.966454
chr11 71939750 71939911 INPPL1_Exon4_NM_001567.4 976.70 840.38 136.32 13.957203
chr10 112004565 112004635 MXI1_Exon3_NM_130439.3 1458.48 1255.04 203.44 13.948769
chr1 27022874 27024051 ARID1A_Exon1_NM_139135.4 1107.82 954.20 153.62 13.866874
chr19 10599847 10600064 KEAP1_Exon5_NM_012289.4 1113.30 959.76 153.54 13.791431
chr17 7979954 7980081 ALOX12B_Exon10_NM_001139.3 1557.56 1342.82 214.74 13.786949
chr7 106523457 106523628 PIK3CG_Exon8_NM_001282427.2 1808.70 1559.50 249.2 13.777851
chrX 123200185 123200306 STAG2_Exon23_NM_001042749.2 1235.52 1065.42 170.1 13.767483
chr7 148485628 148485786 CUL1_Exon14_NM_001370660.1 2026.68 1747.80 278.88 13.760436
chr1 78414430 78414479 FUBP1_Exon21_NM_001303433.1 1714.54 1479.10 235.44 13.731963
chr12 112893733 112893887 PTPN11_Exon6_NM_002834.4 1246.92 1075.78 171.14 13.725018
chr4 55981427 55981598 KDR_Exon4_NM_002253.3 998.16 861.54 136.62 13.687184
chr16 2100380 2100507 TSC2_Exon2_NM_001318829.1 1461.28 1262.08 199.2 13.631884
chr21 36206686 36206918 RUNX1_Exon4_NM_001001890.3 742.24 641.22 101.02 13.610153
