Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr17 41219528 41220025 BRCA1_Exon15_NM_007298.3 1265.16 826.12 439.04 34.70233
chr15 89816587 89816720 FANCI_Exon11_NM_001113378.1 1109.32 726.94 382.38 34.469765
chr17 29559070 29559227 NF1_Exon25_NM_000267.3 1120.12 742.04 378.08 33.753526
chr6 31324444 31324754 HLA-B_Exon2_NM_005514.8 1480.54 994.80 485.74 32.8083
chr17 41218724 41218828 BRCA1_Intron16_NM_007298.3 1105.48 744.00 361.48 32.698918
chr14 69149816 69149841 LOC100996664_Intergenic8_NR_135816.1 899.24 609.76 289.48 32.191628
chr13 50587635 50587696 TRIM13_Exon3_NM_005798.5 3.00 2.04 0.96 32.0
chr14 68331699 68331876 RAD51B_Exon5_NM_001321819.1 1702.16 1182.24 519.92 30.54472
chr4 185340602 185340742 IRF2_Exon3_NM_002199.4 905.36 634.18 271.18 29.952726
chr2 21266715 21266837 APOB_Exon1_NM_000384.3 599.74 420.60 179.14 29.86961
chr12 432227 432392 KDM5A_Exon16_NM_001042603.3 1000.22 708.30 291.92 29.185579
chr17 45219198 45219411 CDC27_Exon12_NM_001114091.4 5568.82 3944.54 1624.28 29.1674
chr9 100777765 100777818 ANP32B_Exon7_NM_006401.3 661.32 471.50 189.82 28.7032
chr17 66453462 66453582 WIPI1_Exon1_NM_017983.7 922.48 660.22 262.26 28.429885
chr6 161523710 161523831 MAP3K4_Exon18_NM_001363582.1 1278.36 918.56 359.8 28.145436
chr16 9934666 9934695 GRIN2A_Intron7_NM_001134408.2 347.72 252.18 95.54 27.47613
chr15 99192790 99192924 IGF1R_Exon1_NM_001291858.2 1104.62 804.72 299.9 27.149608
chr13 49039113 49039267 RB1_Exon22_NM_000321.2 1145.00 851.68 293.32 25.617467
chr6 31237722 31237882 HLA-C_Exon5_NM_002117.6 1625.44 1209.24 416.2 25.605375
chr4 155225800 155226050 DCHS2_Exon12_NM_001358235.2 1503.36 1126.74 376.62 25.051884
chr2 42499214 42499241 EML4_Intron5_NM_001145076.3 179.48 136.44 43.04 23.980388
chr4 55598016 55598184 KIT_Exon16_NM_001093772.1 1410.24 1072.14 338.1 23.974643
chr19 4097256 4097361 MAP2K2_Exon8_NM_030662.3 1193.32 914.54 278.78 23.361714
chr7 152351276 152351306 XRCC2_Intron3_NM_005431.2 240.64 185.54 55.1 22.897274
chr15 40993983 40994144 RAD51_Exon4_NM_001164269.2 3.60 2.78 0.82 22.777778
chr4 155244369 155244501 DCHS2_Exon8_NM_001142552.2 1416.06 1093.84 322.22 22.754686
chr22 36708073 36708287 MYH9_Exon14_NM_002473.5 1288.32 1001.34 286.98 22.275522
chr5 158526577 158526627 EBF1_Exon1_NM_001324111.2 375.20 293.98 81.22 21.647122
chr5 98216759 98216895 CHD1_Exon21_NM_001270.2 1566.82 1232.78 334.04 21.319616
chr12 7045872 7045958 ATN1_Exon5_NM_001007026.2 971.96 765.68 206.28 21.223096
chr1 236714273 236714330 LGALS8_Exon12_NM_201545.2 349.44 277.34 72.1 20.633013
chr2 225422355 225422593 CUL3_Exon2_NM_003590.5 1173.06 934.92 238.14 20.300752
chr3 47147466 47147630 SETD2_Exon6_NM_014159.6 1405.72 1126.04 279.68 19.895854
chr1 241663716 241663910 FH_Exon9_NM_000143.3 1309.94 1051.36 258.58 19.739835
chr9 137688673 137688767 COL5A1_Exon36_NM_000093.5 1218.20 977.76 240.44 19.737317
chr14 75506593 75506738 MLH3_Exon5_NM_001040108.1 1173.86 942.82 231.04 19.682075
chr13 48954168 48954240 RB1_Exon15_NM_000321.2 926.80 746.96 179.84 19.404402
chr17 45216084 45216277 CDC27_Exon13_NM_001114091.4 5789.64 4666.60 1123.04 19.397406
chr2 47641387 47643588 MSH2_Exon6_NM_001258281.1 1134.98 918.18 216.8 19.101658
chr3 52621348 52621546 PBRM1_Exon24_NM_001350077.2 1221.50 992.12 229.38 18.778551
chr6 20404025 20404083 E2F3_Exon1_NM_001243076.2 702.92 574.32 128.6 18.295112
chr9 37033962 37034048 PAX5_Exon1_NM_016734.3 796.48 655.40 141.08 17.712937
chr13 32923385 32923710 BRCA2_Intron13_NM_000059.3 1805.30 1489.44 315.86 17.496261
chr6 29910310 29910423 HLA-A_Exon1_NM_002116.8 1833.26 1518.96 314.3 17.144322
chr6 29910513 29910823 HLA-A_Exon2_NM_002116.8 1682.10 1395.54 286.56 17.035848
chr19 6583290 6583509 CD70_Exon4_NM_001330332.2 1239.22 1032.50 206.72 16.681461
chr5 122359448 122359499 PPIC_Exon5_NM_000943.5 288.78 241.24 47.54 16.462359
chrX 44920548 44920684 KDM6A_Exon12_NM_001291421.1 740.40 618.58 121.82 16.453269
chr3 10131955 10132089 FANCD2_Exon37_NM_001018115.2 1163.94 972.88 191.06 16.414935
chr12 21639392 21639539 RECQL_Exon5_NM_002907.4 1043.64 874.14 169.5 16.241233
chr13 32940978 32941301 BRCA2_Intron18_NM_000059.3 1623.32 1359.92 263.4 16.226006
chr3 10128797 10128968 FANCD2_Exon34_NM_001018115.2 1035.24 868.54 166.7 16.102546
chr12 101779971 101780025 UTP20_Exon62_NM_014503.3 173.32 145.44 27.88 16.085853
chr10 32316535 32316565 KIF5B_Intron16_NM_004521.3 364.96 307.06 57.9 15.864752
chrX 31144738 31144810 DMD_Exon50_NM_004012.4 1010.96 850.62 160.34 15.860173
chr17 45221228 45221368 CDC27_Exon10_NM_001114091.4 7085.68 5965.86 1119.82 15.803988
chr6 31239755 31239868 HLA-C_Exon1_NM_002117.6 1780.18 1501.80 278.38 15.637744
chr17 45249262 45249450 CDC27_Exon3_NM_001114091.4 4154.00 3511.48 642.52 15.467501
chr7 140624345 140624523 BRAF_Exon1_NM_001354609.2 851.78 723.24 128.54 15.090751
chr1 161091795 161091851 DEDD_Exon6_NM_001330765.2 594.10 504.52 89.58 15.07827
chr12 57496591 57496724 STAT6_Exon12_NM_001178079.2 1405.58 1193.94 211.64 15.057129
chr17 41210070 41210286 BRCA1_Intron18_NM_007298.3 1147.56 976.32 171.24 14.922096
chr7 148485628 148485786 CUL1_Exon14_NM_001370660.1 2026.68 1730.04 296.64 14.636746
chr19 57742596 57742694 AURKC_Exon1_NM_001015878.2 915.04 781.70 133.34 14.572041
chr16 2115499 2115656 TSC2_Exon15_NM_001318829.1 1368.18 1171.90 196.28 14.346066
chr1 39927534 39927729 MACF1_Exon88_NM_012090.5 1215.06 1041.50 173.56 14.284068
chr5 122359483 122359552 PPIC_Exon5_NM_000943.5 340.44 292.06 48.38 14.211021
chr13 32941923 32942122 BRCA2_Intron18_NM_000059.3 1277.06 1095.98 181.08 14.179443
chr19 10599847 10600064 KEAP1_Exon5_NM_012289.4 1113.30 955.94 157.36 14.134555
chr17 45258907 45259023 CDC27_Exon2_NM_001114091.4 3001.24 2577.22 424.02 14.12816
chrX 123200185 123200306 STAG2_Exon23_NM_001042749.2 1235.52 1061.16 174.36 14.112277
chr13 32939823 32940668 BRCA2_Intron18_NM_000059.3 1499.64 1289.56 210.08 14.008695
chr12 52345507 52345638 ACVR1B_Exon1_NM_004302.5 463.02 398.26 64.76 13.986437
chr7 148504717 148504818 EZH2_Exon19_NM_001203249.2 1732.12 1490.06 242.06 13.974782
chr11 108161548 108161574 ATM_Intron29_NM_000051.3 361.34 310.96 50.38 13.942547
chr17 7979954 7980081 ALOX12B_Exon10_NM_001139.3 1557.56 1344.54 213.02 13.67652
chr2 27009044 27009184 CENPA_Exon1_NM_001042426.1 827.96 715.66 112.3 13.563457
chr3 37067107 37067518 MLH1_Exon11_NM_001258273.1 1098.16 949.24 148.92 13.560865
chrX 47004825 47004935 RBM10_Exon1_NM_001204468.1 606.52 524.54 81.98 13.516455
chr9 87475934 87476022 NTRK2_Exon15_NM_006180.4 1406.80 1216.90 189.9 13.498721
chr5 78671708 78671766 HOMER1_Exon9_NM_004272.5 248.96 215.82 33.14 13.311375
chr9 8331561 8331756 PTPRD_Exon29_NM_130392.3 951.06 825.52 125.54 13.200008
chr22 24135966 24135990 SMARCB1_Intron3_NM_001007468.3 392.46 341.34 51.12 13.025531
chr13 32939381 32939505 BRCA2_Intron18_NM_000059.3 1480.56 1290.40 190.16 12.843789
chr11 32452055 32452105 WT1_Exon1_NM_001198552.2 1115.02 973.16 141.86 12.722642
chr9 139410412 139410566 NOTCH1_Exon10_NM_017617.5 1018.32 889.20 129.12 12.679708
chrX 123199705 123199816 STAG2_Exon21_NM_001042749.2 1106.48 966.40 140.08 12.659967
chr17 7579291 7579610 TP53_Exon4_NM_001276696.2 1287.68 1126.16 161.52 12.543489
chr13 48954280 48954397 RB1_Exon16_NM_000321.2 1216.12 1063.78 152.34 12.526724
chr12 498072 498277 KDM5A_Exon1_NM_001042603.3 1182.56 1034.90 147.66 12.48647
chr13 32916431 32916682 BRCA2_Intron11_NM_000059.3 1586.24 1390.08 196.16 12.366351
chr3 47205323 47205434 SETD2_Exon1_NM_014159.6 996.96 873.80 123.16 12.353555
chr4 55144508 55144702 PDGFRA_Exon15_NM_001347827.2 1255.00 1102.50 152.5 12.151394
chr1 209974564 209974778 IRF6_Exon3_NM_006147.4 829.62 730.30 99.32 11.971746
chr17 59941013 59941039 BRIP1_Intergenic12_NM_032043.3 238.84 210.38 28.46 11.915927
chr15 91290602 91290740 BLM_Exon2_NM_001287247.2 1393.68 1229.58 164.1 11.774582
chr11 1015741 1018790 MUC6_Exon31_NM_005961.3 5815.30 5133.48 681.82 11.724589
chr6 44233399 44233440 NFKBIE_Intergenic19_NM_004556.3 972.46 858.52 113.94 11.716677
chr15 41021682 41021852 RAD51_Exon8_NM_001164269.2 1302.10 1151.46 150.64 11.569004
chr16 89845188 89845278 FANCA_Exon20_NM_001286167.3 1385.02 1225.26 159.76 11.534851
chr17 7980287 7980531 ALOX12B_Exon9_NM_001139.3 1360.20 1206.20 154.0 11.321864
chr16 89809187 89809366 FANCA_Exon37_NM_001286167.3 1391.18 1234.30 156.88 11.276758
chr3 169381103 169381180 MECOM_Exon1_NM_004991.4 1270.72 1128.50 142.22 11.19208
chr1 11740389 11740548 MAD2L2_Exon3_NM_006341.4 1144.62 1016.54 128.08 11.18974
chr12 461350 461510 KDM5A_Exon9_NM_001042603.3 1192.04 1060.40 131.64 11.043254
chr13 20580493 20580746 ZMYM2_Exon6_NM_001353159.1 1644.86 1464.46 180.4 10.967499
chr6 31322239 31322323 HLA-B_Exon7_NM_005514.8 1112.58 991.56 121.02 10.87742
chr2 215656870 215656896 BARD1_Intron4_NM_000465.4 574.88 512.38 62.5 10.871834
chr14 95592896 95593105 DICER1_Exon6_NM_001195573.1 1878.00 1673.90 204.1 10.867945
chr6 90432655 90432702 MDN1_Exon40_NM_014611.3 364.52 325.10 39.42 10.814221
chrX 123184950 123185089 STAG2_Exon12_NM_001042749.2 1098.72 980.08 118.64 10.79802
chr15 59344483 59344650 RNF111_Exon3_NM_001270529.2 1390.22 1240.92 149.3 10.739307
chr12 65462523 65462704 WIF1_Exon4_NM_007191.5 1667.92 1490.30 177.62 10.649192
chr12 124848204 124848365 NCOR2_Exon23_NM_006312.6 446.44 398.90 47.54 10.648687
chr19 44047523 44047677 XRCC1_Exon17_NM_006297.2 1121.80 1002.74 119.06 10.6133
chr9 135786819 135786975 TSC1_Exon10_NM_000368.5 1062.18 949.72 112.46 10.587659
chr3 89521593 89521789 EPHA3_Exon16_NM_005233.6 1387.90 1242.76 145.14 10.457526
chr16 50402616 50402705 BRD7_Exon1_NM_001173984.3 376.04 336.76 39.28 10.445697
chr3 142215182 142215382 ATR_Exon34_NM_001184.4 1003.88 900.22 103.66 10.325935
chr4 95508262 95508312 PDLIM5_Exon10_NM_001011516.2 428.76 384.54 44.22 10.313462
chr2 212543756 212543929 ERBB4_Exon13_NM_001042599.1 1269.16 1138.44 130.72 10.299726
chrX 70613130 70613346 TAF1_Exon21_NM_138923.3 997.06 894.42 102.64 10.294265
chr10 112360176 112360324 SMC3_Exon22_NM_005445.3 1310.56 1176.84 133.72 10.203272
chr2 225434385 225434509 CUL3_Exon1_NM_001257198.2 743.42 669.88 73.54 9.89212
chr19 15350449 15350652 BRD4_Exon16_NM_058243.2 936.00 843.52 92.48 9.880342
chr2 48033897 48034019 MSH6_Exon8_NM_001281492.1 1327.80 1196.80 131.0 9.865944
chr5 180076467 180076565 FLT4_Exon1_NM_182925.5 388.18 349.94 38.24 9.8511
chr1 78414291 78414348 FUBP1_Exon21_NM_001303433.1 939.30 846.94 92.36 9.832854
chr11 534191 534342 HRAS_Exon2_NM_176795.4 1326.96 1196.70 130.26 9.816422
chr20 9453905 9454032 PLCB4_Exon37_NM_001172646.1 1146.28 1034.22 112.06 9.775971
chrX 70598653 70598901 TAF1_Exon8_NM_138923.3 1044.56 943.14 101.42 9.709351
chr6 407503 407546 IRF4_Exon9_NM_001195286.2 1300.52 1174.46 126.06 9.693046
chr10 104263889 104264111 SUFU_Exon1_NM_016169.3 506.18 457.22 48.96 9.672449
chr1 167385159 167385213 POU2F1_Exon17_NM_001365849.1 384.74 347.70 37.04 9.627281
chr10 123246847 123246958 FGFR2_Exon12_NM_001144914.1 1432.10 1294.66 137.44 9.597095
chr17 63532417 63532691 AXIN2_Exon8_NM_004655.4 1559.88 1410.36 149.52 9.585353
chr22 41566389 41566595 EP300_Exon26_NM_001362843.2 1224.94 1107.66 117.28 9.574346
chr13 28942837 28942863 FLT1_Intron15_NM_002019.4 699.26 632.34 66.92 9.570117
chr11 108159223 108159251 ATM_Intron27_NM_000051.3 319.92 289.42 30.5 9.533633
chr22 24129336 24129469 SMARCB1_Exon1_NM_001007468.3 575.70 521.10 54.6 9.484106
chr19 13373527 13373667 CACNA1A_Exon25_NM_001127221.1 1075.42 973.58 101.84 9.469789
chr11 78128671 78128786 GAB2_Exon1_NM_080491.3 486.96 441.14 45.82 9.409397
chr2 61712882 61713117 XPO1_Exon20_NM_003400.4 1479.78 1341.06 138.72 9.374366
chr2 17938508 17938537 GEN1_Intron1_NM_182625.5 362.94 329.14 33.8 9.312834
chr21 36206686 36206918 RUNX1_Exon4_NM_001001890.3 742.24 673.32 68.92 9.285406
chr4 84389456 84389486 ABRAXAS1_Intron7_NM_139076.3 428.80 389.16 39.64 9.244403
chr5 79950526 79950803 MSH3_Exon1_NM_002439.5 1056.98 959.44 97.54 9.228178
chr7 140434376 140434590 BRAF_Exon18_NM_001354609.2 2034.16 1848.84 185.32 9.110394
chr4 140810490 140811085 MAML3_Exon2_NM_018717.5 1535.82 1395.98 139.84 9.105234
chr17 7579818 7579932 TP53_Exon2_NM_001276696.2 942.54 857.06 85.48 9.069111
chr2 223065998 223066045 PAX3_Exon9_NM_181458.4 404.12 367.74 36.38 9.002277
chr6 18155224 18155345 TPMT_Exon1_NM_001346817.1 1224.48 1114.32 110.16 8.996472
chr7 74103442 74103581 GTF2I_Exon2_NM_001280800.1 1670.52 1521.22 149.3 8.937337
chr3 10089580 10089755 FANCD2_Exon16_NM_001018115.2 2432.20 2215.86 216.34 8.894828
chr9 2039445 2039920 SMARCA2_Exon4_NM_001289397.2 1414.10 1288.40 125.7 8.889046
chr10 8105935 8106121 GATA3_Exon4_NM_002051.3 1227.08 1118.10 108.98 8.881247
chr10 112363968 112364080 SMC3_Exon29_NM_005445.3 1406.26 1282.18 124.08 8.823404
chr14 21862415 21862664 CHD8_Exon31_NM_020920.4 1652.98 1507.24 145.74 8.816804
chr22 41553152 41553432 EP300_Exon17_NM_001362843.2 1386.88 1265.20 121.68 8.77365
chr3 47142927 47143065 SETD2_Exon8_NM_014159.6 1183.78 1080.18 103.6 8.751626
chr1 193205365 193205506 CDC73_Exon15_NM_024529.4 1464.56 1338.22 126.34 8.626482
chr5 149497160 149497433 PDGFRB_Exon22_NM_001355017.2 1116.82 1021.08 95.74 8.572554
chr16 3929812 3929937 CREBBP_Exon1_NM_001079846.1 708.84 648.10 60.74 8.56893
chr5 1279385 1279605 TERT_Exon5_NM_001193376.2 636.98 582.58 54.4 8.5403
chr11 1021194 1021297 MUC6_Exon27_NM_005961.3 1064.64 974.02 90.62 8.511797
chr19 14104669 14104722 RFX1_Exon2_NM_002918.5 286.08 261.84 24.24 8.473154
chr1 78444548 78444708 FUBP1_Exon1_NR_146540.2 1056.42 966.96 89.46 8.468223
chr9 5089653 5089883 JAK2_Exon19_NM_001322195.1 1246.44 1141.04 105.4 8.456083
chrX 70643983 70644108 TAF1_Exon32_NM_138923.3 1012.84 927.28 85.56 8.447534
chr2 215593237 215593303 BARD1_Exon11_NM_000465.4 535.18 490.40 44.78 8.367278
chr2 88056951 88057001 PLGLB2_Exon4_NM_002665.4 687.34 629.90 57.44 8.356854
chr7 6036840 6036867 PMS2_Intron8_NM_001322005.2 717.74 657.78 59.96 8.354
chr17 41219140 41219268 BRCA1_Intron16_NM_007298.3 1152.80 1056.82 95.98 8.325815
chrX 20148613 20148745 EIF1AX_Exon6_NM_001412.4 939.46 861.42 78.04 8.3069
chr10 114903661 114903804 TCF7L2_Exon6_NM_001146284.2 1383.50 1268.62 114.88 8.303578
chr19 44050726 44050899 XRCC1_Exon12_NM_006297.2 1106.58 1016.04 90.54 8.181966
chr18 57013174 57013222 LMAN1_Exon8_NM_005570.4 499.66 458.82 40.84 8.173558
chrX 128638690 128638799 SMARCA1_Exon9_NM_003069.5 1200.18 1102.20 97.98 8.163775
chr2 111886183 111886348 BCL2L11_Exon4_NM_207002.3 1469.50 1350.02 119.48 8.130657
chr2 242794329 242794525 PDCD1_Exon3_NM_005018.3 670.50 616.06 54.44 8.119314
chr9 131356433 131356672 SPTAN1_Exon23_NM_001195532.2 1235.90 1135.64 100.26 8.112307
chr17 59859276 59859305 BRIP1_Intron12_NM_032043.3 139.06 127.82 11.24 8.082842
chr11 71939750 71939911 INPPL1_Exon4_NM_001567.4 976.70 897.80 78.9 8.078223
chr17 59892469 59892497 BRIP1_Intron7_NM_032043.3 389.54 358.28 31.26 8.02485
chr13 28901578 28901707 FLT1_Exon20_NM_002019.4 1168.04 1074.38 93.66 8.018561
chr9 98278884 98279122 PTCH1_Exon1_NM_001083603.2 1110.58 1021.68 88.9 8.004826
chr11 125763591 125763643 PUS3_Exon4_NM_031307.4 257.70 237.10 20.6 7.993791
chr12 124818949 124819183 NCOR2_Exon43_NM_006312.6 493.82 454.42 39.4 7.978616
chrX 44935875 44935893 KDM6A_Intron15_NM_001291421.1 421.84 388.28 33.56 7.955623
chr19 17953104 17953439 JAK3_Exon6_NM_000215.3 800.32 736.74 63.58 7.944322
chr10 114925293 114925751 TCF7L2_Exon13_NM_001146284.2 917.06 844.36 72.7 7.927507
chr2 111921689 111921828 BCL2L11_Exon3_NM_138627.4 1121.98 1033.30 88.68 7.903884
chr4 55981427 55981598 KDR_Exon4_NM_002253.3 998.16 919.28 78.88 7.902541
chr15 66735597 66735715 MAP2K1_Exon4_NM_002755.3 1286.34 1184.78 101.56 7.895269
chr13 32901831 32901921 BRCA2_Intron7_NM_000059.3 1046.42 963.98 82.44 7.87829
chr19 36208900 36209303 KMT2B_Exon1_NM_014727.2 593.40 546.74 46.66 7.863161
chr1 110906407 110906455 SLC16A4_Exon8_NM_001201547.1 335.30 308.94 26.36 7.861616
chr16 2100380 2100507 TSC2_Exon2_NM_001318829.1 1461.28 1346.44 114.84 7.858863
chr19 2206707 2206816 DOT1L_Exon10_NM_032482.3 1344.36 1238.84 105.52 7.849088
chr6 31239355 31239665 HLA-C_Exon2_NM_002117.6 1630.32 1502.54 127.78 7.837725
chr15 89857822 89857958 FANCI_Exon36_NM_001113378.1 1292.86 1191.68 101.18 7.82606
chr20 39742589 39742815 TOP1_Exon15_NM_003286.4 1647.24 1519.18 128.06 7.774216
chr18 48577023 48577049 SMAD4_Intron4_NM_005359.6 242.00 223.20 18.8 7.768595
chr15 88690545 88690654 NTRK3_Exon6_NM_002530.4 1259.36 1161.60 97.76 7.762673
chr17 7788104 7788421 CHD3_Exon1_NM_001005271.3 288.56 266.30 22.26 7.714167
chr19 1221191 1221359 STK11_Exon6_NM_000455.5 1377.12 1271.04 106.08 7.703032
chr1 27022874 27024051 ARID1A_Exon1_NM_139135.4 1107.82 1022.78 85.04 7.676337
chr17 7416319 7417516 POLR2A_Exon29_NM_000937.5 1432.02 1322.48 109.54 7.649335
chr4 140811057 140812141 MAML3_Exon2_NM_018717.5 1548.82 1430.50 118.32 7.639364
chr6 112021286 112021491 FYN_Exon7_NM_001370529.1 1556.98 1438.22 118.76 7.627587
chr8 90955260 90955287 NBN_Intron15_NM_002485.4 657.96 607.78 50.18 7.626603
chr18 30913123 30913172 CCDC178_Exon10_NM_001371121.1 319.68 295.30 24.38 7.626376
chr19 40744791 40744900 AKT2_Exon7_NM_001330511.1 1291.34 1192.92 98.42 7.62154
chr4 144378812 144378942 GAB1_Exon7_NM_207123.3 1075.16 993.90 81.26 7.557945
chrX 47430701 47430876 ARAF_Exon16_NM_001256196.1 800.44 739.98 60.46 7.553346
chrX 70464619 70464763 ZMYM3_Exon19_NM_201599.3 855.38 791.18 64.2 7.505436
chr17 45235551 45235689 CDC27_Exon5_NM_001114091.4 1223.84 1132.00 91.84 7.504249
chr11 85968536 85968658 EED_Exon6_NM_001330334.1 1364.36 1262.40 101.96 7.473101
chrX 153906358 153906413 GAB3_Exon10_NM_001081573.3 364.90 337.66 27.24 7.465059
chr3 10142851 10142966 FANCD2_Exon44_NM_001018115.2 1188.80 1100.12 88.68 7.459623
chr6 163991907 163991963 QKI_Exon8_NM_001301085.2 478.74 443.10 35.64 7.444542
chr2 209110022 209110168 IDH1_Exon5_NM_001282387.1 1234.00 1142.26 91.74 7.43436
chrX 53448824 53448907 SMC1A_Exon2_NM_001281463.1 655.50 606.78 48.72 7.432494
chr17 41264633 41264841 BRCA1_Intron3_NM_007298.3 1506.86 1395.74 111.12 7.374275
chr10 114711221 114711386 TCF7L2_Exon3_NM_001146284.2 838.20 776.46 61.74 7.365784
chr16 2213901 2214022 TRAF7_Exon2_NM_032271.3 1714.72 1588.50 126.22 7.360969
chr14 65482322 65482454 CHURC1-FNTB_Exon6_NM_001202559.1 1760.42 1631.64 128.78 7.3153
chr6 50681641 50681690 TFAP2D_Exon1_NM_172238.3 402.48 373.08 29.4 7.304711
chr11 118307207 118307679 KMT2A_Exon1_NM_001197104.1 709.90 658.06 51.84 7.302437
chr13 49039320 49039524 RB1_Exon23_NM_000321.2 1512.14 1402.20 109.94 7.270491
chr17 45232017 45232172 CDC27_Exon8_NM_001114091.4 1803.30 1672.40 130.9 7.258914
chr16 85682270 85682317 GSE1_Exon2_NM_001134473.3 187.24 173.66 13.58 7.252724
chr2 103378562 103378617 TMEM182_Exon1_NM_144632.5 419.36 388.96 30.4 7.249142
chr10 104378802 104378848 SUFU_Exon11_NM_001178133.2 1045.76 970.28 75.48 7.217717
chr5 37027440 37027534 NIPBL_Exon32_NM_015384.5 1374.32 1275.58 98.74 7.184644
chr11 67195996 67196114 RPS6KB2_Exon1_NM_003952.3 913.22 848.22 65.0 7.117672
chr3 138453455 138453666 PIK3CB_Exon7_NM_006219.3 1452.66 1349.36 103.3 7.111093
chr3 52443837 52443914 BAP1_Exon1_NM_004656.4 1314.46 1221.18 93.28 7.09645
chr6 29911024 29911340 HLA-A_Exon3_NM_002116.8 1855.46 1724.28 131.18 7.069945
chr2 234676826 234677125 UGT1A8_Exon4_NM_019076.4 1404.10 1305.16 98.94 7.046507
chr12 49444648 49446227 KMT2D_Exon10_NM_003482.3 1235.42 1148.38 87.04 7.045377
chr3 52668597 52668851 PBRM1_Exon15_NM_001350077.2 1546.82 1438.44 108.38 7.006633
chr13 28931670 28931842 FLT1_Exon15_NM_002019.4 1313.94 1221.88 92.06 7.006408
chr5 98204178 98204359 CHD1_Exon30_NM_001270.2 1515.94 1410.38 105.56 6.963336
chr13 72440646 72440927 DACH1_Exon1_NM_080760.5 821.16 764.20 56.96 6.936529
chr2 212566671 212566911 ERBB4_Exon12_NM_001042599.1 1509.10 1404.86 104.24 6.907428
chr7 151946940 151947058 KMT2C_Exon13_NM_170606.3 2062.76 1920.50 142.26 6.896585
chr9 2182120 2182262 SMARCA2_Exon30_NM_001289397.2 1210.52 1127.12 83.4 6.889601
chr3 42251558 42251629 TRAK1_Exon14_NM_001265608.2 269.12 250.60 18.52 6.881688
chr6 31237966 31238282 HLA-C_Exon4_NM_002117.6 1810.66 1686.66 124.0 6.848332
chr2 148602701 148602796 ACVR2A_Exon2_NM_001278579.2 1188.72 1107.38 81.34 6.842654
chrX 41047224 41047390 USP9X_Exon25_NM_001039591.3 838.16 780.88 57.28 6.834017
chr22 24135725 24135895 SMARCB1_Exon3_NM_001007468.3 1227.52 1143.78 83.74 6.821885
chr19 13335460 13335606 CACNA1A_Exon38_NM_001127221.1 948.48 883.86 64.62 6.813006
