Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr7 74168157 74168381 GTF2I_Exon28_NM_001518.5 2112.14 0.00 2112.14 100.0
chr7 74171131 74171213 GTF2I_Exon30_NM_001518.5 2016.92 0.00 2016.92 100.0
chr7 151919637 151919787 KMT2C_Exon21_NM_170606.3 1936.42 0.00 1936.42 100.0
chr7 151927284 151927426 KMT2C_Exon17_NM_170606.3 1956.76 0.00 1956.76 100.0
chr8 6482396 6482578 MCPH1_Exon14_NM_001322042.2 1.84 0.00 1.84 100.0
chr8 90977711 90977738 NBN_Intron8_NM_002485.4 1.52 0.00 1.52 100.0
chr10 89725274 89725324 PTEN_Exon9_NM_001304718.2 1127.64 0.00 1127.64 100.0
chr10 120896666 120896727 DENND10_Exon9_NM_207009.4 219.22 0.00 219.22 100.0
chr11 40135859 40135907 LRRC4C_Exon5_NM_020929.2 327.52 0.00 327.52 100.0
chr11 55065012 55065060 TRIM51HP_Exon2_NR_038174.2 676.12 0.00 676.12 100.0
chr11 89721995 89722042 TRIM51EP_Exon3_NR_146921.1 690.60 0.00 690.6 100.0
chr11 111963783 111963941 SDHD_Exon4_NM_001276506.2 1.52 0.00 1.52 100.0
chr12 6994499 6994553 DSTNP2_Exon1_NR_033796.2 0.62 0.00 0.62 100.0
chr12 21623107 21623300 RECQL_Exon15_NM_002907.4 1210.28 0.00 1210.28 100.0
chr12 48458876 48458923 SENP1_Exon12_NM_001267595.2 373.06 0.00 373.06 100.0
chr14 45693702 45693750 MIS18BP1_Exon11_NM_018353.5 389.10 0.00 389.1 100.0
chr14 69061181 69061340 RAD51B_Exon11_NM_133509.4 1.14 0.00 1.14 100.0
chr15 25310173 25310220 SNORD116-6_Exon1_NR_003321.1 253.96 0.00 253.96 100.0
chr15 83659276 83659329 RAMAC_Exon4_NM_031452.4 337.60 0.00 337.6 100.0
chr16 30133124 30133347 MAPK3_Exon2_NM_002746.3 1123.62 0.00 1123.62 100.0
chr16 67654579 67654740 CTCF_Exon4_NM_001191022.2 1230.92 0.00 1230.92 100.0
chr17 40452127 40452319 STAT5A_Exon8_NM_003152.3 1461.66 0.00 1461.66 100.0
chr17 40467742 40467838 STAT3_Exon24_NM_213662.2 1166.46 0.00 1166.46 100.0
chr17 56807520 56807547 RAD51C_Intron7_NM_058216.3 0.14 0.00 0.14 100.0
chr18 61310374 61310471 SERPINB4_Exon3_NM_002974.4 2258.94 0.00 2258.94 100.0
chr19 1422326 1422415 DAZAP1_Exon6_NM_001352033.2 1171.78 0.00 1171.78 100.0
chr19 11132380 11132663 SMARCA4_Exon19_NM_001128847.3 1176.22 0.00 1176.22 100.0
chr22 36722592 36722726 MYH9_Exon5_NM_002473.5 1271.78 0.00 1271.78 100.0
chr22 39388415 39388470 APOBEC3B_Exon8_NM_001270411.2 1609.90 0.00 1609.9 100.0
chrX 31279051 31279153 DMD_Exon20_NM_004021.3 865.80 0.00 865.8 100.0
chrX 32361230 32361423 DMD_Exon12_NM_004012.4 957.12 0.00 957.12 100.0
chrX 32841391 32841524 DMD_Exon5_NM_000109.4 605.58 0.00 605.58 100.0
chrX 95990736 95990809 DIAPH2_Exon2_NM_007309.3 1029.94 0.00 1029.94 100.0
chrX 134680297 134680344 INTS6L_Exon4_NM_001351606.2 256.36 0.00 256.36 100.0
chr3 10105455 10105615 FANCD2_Exon21_NM_001018115.2 1542.46 0.04 1542.42 99.997407
chr11 111957611 111957703 SDHD_Exon1_NM_001276504.2 1623.70 0.08 1623.62 99.995073
chrX 123210161 123210341 STAG2_Exon26_NM_001042749.2 1149.72 0.06 1149.66 99.994781
chr7 151921079 151921284 KMT2C_Exon20_NM_170606.3 2162.62 0.14 2162.48 99.993526
chrX 44970606 44970676 KDM6A_Exon27_NM_001291421.1 1062.64 0.12 1062.52 99.988707
chr17 16068272 16068495 NCOR1_Exon5_NM_006311.4 2321.60 0.28 2321.32 99.987939
chr3 178935977 178936142 PIK3CA_Exon10_NM_006218.4 1168.24 0.16 1168.08 99.986304
chr22 42523804 42524025 CYP2D6_Exon6_NM_000106.6 1291.08 0.18 1290.9 99.986058
chr3 10091037 10091209 FANCD2_Exon17_NM_001018115.2 1962.90 0.30 1962.6 99.984716
chr1 163297997 163298114 NUF2_Exon4_NM_031423.4 1283.06 0.24 1282.82 99.981295
chr1 120547931 120548231 NOTCH2_Exon3_NM_024408.4 1629.50 0.34 1629.16 99.979135
chr5 223576 223703 SDHA_Exon2_NM_001294332.1 1474.82 0.32 1474.5 99.978302
chr6 31948410 31948598 STK19_Exon7_NR_026717.1 1778.42 0.40 1778.02 99.977508
chr19 4095365 4095467 MAP2K2_Exon9_NM_030662.3 1264.66 0.30 1264.36 99.976278
chr7 74169820 74169889 GTF2I_Exon29_NM_001518.5 2394.60 0.58 2394.02 99.975779
chr18 61308973 61309142 SERPINB4_Exon4_NM_002974.4 1943.42 0.50 1942.92 99.974272
chr7 151921499 151921721 KMT2C_Exon19_NM_170606.3 2393.92 0.62 2393.3 99.974101
chr5 180035260 180035304 FLT4_Exon30_NM_002020.5 1145.10 0.30 1144.8 99.973801
chr1 120572508 120572630 NOTCH2_Exon2_NM_024408.4 3666.22 1.00 3665.22 99.972724
chr3 178938753 178938965 PIK3CA_Exon14_NM_006218.4 1668.34 0.48 1667.86 99.971229
chr3 10085492 10085568 FANCD2_Exon14_NM_001018115.2 1495.02 0.44 1494.58 99.970569
chr15 79750566 79750613 MINAR1_Exon2_NM_015206.3 324.82 0.10 324.72 99.969214
chr5 149452843 149453076 CSF1R_Exon6_NM_001288705.2 1080.30 0.34 1079.96 99.968527
chr3 37045871 37045985 MLH1_Exon3_NM_001258273.1 1320.72 0.42 1320.3 99.968199
chr7 74159076 74159300 GTF2I_Exon19_NM_001518.5 2186.44 0.70 2185.74 99.967984
chr5 240452 240611 SDHA_Exon10_NM_001294332.1 1310.50 0.42 1310.08 99.967951
chrX 41000525 41000704 USP9X_Exon9_NM_001039591.3 1162.94 0.38 1162.56 99.967324
chr6 31948760 31948846 STK19_Exon8_NR_026717.1 1828.88 0.62 1828.26 99.966099
chr7 74163341 74163447 GTF2I_Exon23_NM_001518.5 2357.18 0.80 2356.38 99.966061
chr4 153250803 153250957 FBXW7_Exon10_NM_001349798.2 1060.50 0.38 1060.12 99.964168
chr19 11130246 11130397 SMARCA4_Exon18_NM_001128847.3 1155.34 0.42 1154.92 99.963647
chr7 74148244 74148343 GTF2I_Exon14_NM_001518.5 2145.96 0.84 2145.12 99.960857
chr9 68427799 68427845 FRG1JP_Exon9_NR_033907.2 4568.84 1.92 4566.92 99.957976
chr13 49054113 49054227 RB1_Exon27_NM_000321.2 1510.82 0.64 1510.18 99.957639
chr7 74163584 74163808 GTF2I_Exon24_NM_001518.5 2389.70 1.02 2388.68 99.957317
chr17 30267310 30267352 SUZ12_Exon2_NM_001321207.2 1511.72 0.66 1511.06 99.956341
chr18 61328265 61328470 SERPINB3_Exon2_NM_006919.3 2324.28 1.02 2323.26 99.956115
chr5 254487 254641 SDHA_Exon13_NM_001294332.1 1251.98 0.56 1251.42 99.955271
chr22 39388018 39388174 APOBEC3B_Exon7_NM_001270411.2 1149.52 0.52 1149.0 99.954764
chr7 74173089 74173188 GTF2I_Exon32_NM_001518.5 2198.50 1.00 2197.5 99.954514
chr5 150935884 150935983 FAT2_Exon3_NM_001447.2 1445.50 0.66 1444.84 99.954341
chr7 151904364 151904533 KMT2C_Exon24_NM_170606.3 1770.18 0.82 1769.36 99.953677
chr17 29665701 29665843 NF1_Exon45_NM_000267.3 1482.24 0.70 1481.54 99.952774
chr22 42523409 42523676 CYP2D6_Exon7_NM_000106.6 1945.72 0.92 1944.8 99.952717
chr18 61310626 61310831 SERPINB4_Exon2_NM_002974.4 2268.28 1.10 2267.18 99.951505
chr7 151935771 151935931 KMT2C_Exon15_NM_170606.3 2971.98 1.46 2970.52 99.950875
chr19 52724211 52724406 PPP2R1A_Exon12_NM_014225.6 1178.82 0.58 1178.24 99.950798
chr5 176522310 176522461 FGFR4_Exon12_NM_001354984.2 1289.10 0.64 1288.46 99.950353
chr1 115269583 115269731 CSDE1_Exon14_NM_001242891.1 1520.20 0.76 1519.44 99.950007
chr1 120539599 120539975 NOTCH2_Exon4_NM_024408.4 1476.82 0.74 1476.08 99.949892
chr17 40371309 40371501 STAT5B_Exon7_NM_012448.4 1432.32 0.72 1431.6 99.949732
chr12 133225494 133225678 POLE_Exon32_NM_006231.4 1174.44 0.60 1173.84 99.948912
chr13 73346343 73346385 DIS3_Exon11_NM_001322349.2 1886.80 1.00 1885.8 99.947
chr7 151926987 151927132 KMT2C_Exon18_NM_170606.3 4707.64 2.52 4705.12 99.94647
chr17 40370720 40370916 STAT5B_Exon8_NM_012448.4 1307.42 0.70 1306.72 99.946459
chr13 73346316 73346358 DIS3_Exon11_NM_001322349.2 1862.96 1.00 1861.96 99.946322
chr17 27804658 27804744 TAOK1_Exon5_NM_025142.1 653.24 0.36 652.88 99.94489
chr3 10107527 10107683 FANCD2_Exon25_NM_001018115.2 1330.98 0.74 1330.24 99.944402
chr5 1253822 1253966 TERT_Exon15_NM_001193376.2 1220.36 0.68 1219.68 99.944279
chr7 151962102 151962314 KMT2C_Exon8_NM_170606.3 4183.56 2.34 4181.22 99.944067
chr9 80430511 80430706 GNAQ_Exon3_NM_002072.5 1339.18 0.78 1338.4 99.941755
chr17 40451748 40451919 STAT5A_Exon7_NM_003152.3 1489.64 0.88 1488.76 99.940925
chr2 29917695 29917900 ALK_Exon3_NM_004304.5 1103.80 0.66 1103.14 99.940207
chr22 29091677 29091881 CHEK2_Exon12_NM_001005735.2 1408.22 0.88 1407.34 99.93751
chr10 131506138 131506327 MGMT_Exon3_NM_002412.5 1010.50 0.64 1009.86 99.936665
chr9 137646098 137646192 COL5A1_Exon16_NM_000093.5 1356.32 0.86 1355.46 99.936593
chr6 74228400 74228591 EEF1A1_Exon5_NM_001402.6 2045.86 1.30 2044.56 99.936457
chr11 77931344 77931510 GAB2_Exon9_NM_012296.3 1382.84 0.88 1381.96 99.936363
chr3 12627159 12627318 RAF1_Exon15_NM_001354689.3 1256.36 0.82 1255.54 99.934732
chr17 78865499 78865657 RPTOR_Exon14_NM_001163034.2 1313.36 0.86 1312.5 99.934519
chr5 236522 236734 SDHA_Exon9_NM_001294332.1 1397.74 0.92 1396.82 99.934179
chr20 9343522 9343642 PLCB4_Exon7_NM_001172646.1 1560.66 1.04 1559.62 99.933362
chr7 74165672 74165768 GTF2I_Exon25_NM_001518.5 2713.80 1.82 2711.98 99.932935
chr7 151944966 151945725 KMT2C_Exon14_NM_170606.3 3473.00 2.40 3470.6 99.930895
chr22 42522813 42523034 CYP2D6_Exon8_NM_000106.6 1804.60 1.26 1803.34 99.930178
chr7 74172271 74172353 GTF2I_Exon31_NM_001518.5 2792.80 2.00 2790.8 99.928387
chr22 39381796 39382116 APOBEC3B_Exon3_NM_001270411.2 892.88 0.64 892.24 99.928322
chr9 131355241 131355341 SPTAN1_Exon23_NM_003127.4 1381.70 1.00 1380.7 99.927625
chrX 128645760 128645980 SMARCA1_Exon6_NM_003069.5 1318.80 0.96 1317.84 99.927207
chr11 77934437 77934742 GAB2_Exon6_NM_012296.3 1387.32 1.02 1386.3 99.926477
chr12 65445108 65445270 WIF1_Exon10_NM_007191.5 1338.70 1.00 1337.7 99.925301
chr11 69625052 69625488 FGF3_Exon3_NM_005247.4 1148.44 0.86 1147.58 99.925116
chr13 72053280 72053468 DACH1_Exon5_NM_080760.5 1441.60 1.08 1440.52 99.925083
chr22 21351154 21351275 LZTR1_Exon20_NM_006767.4 1405.26 1.06 1404.2 99.924569
chr22 50717263 50717460 PLXNB2_Exon28_NM_012401.4 1514.44 1.16 1513.28 99.923404
chr5 35873561 35873770 IL7R_Exon5_NM_002185.5 1393.86 1.08 1392.78 99.922517
chr13 21555584 21555807 LATS2_Exon6_NM_014572.3 1024.58 0.80 1023.78 99.921919
chrX 40993957 40994110 USP9X_Exon5_NM_001039591.3 1177.64 0.92 1176.72 99.921878
chr7 124493005 124493212 POT1_Exon10_NM_015450.3 1502.24 1.18 1501.06 99.921451
chr3 10106019 10106133 FANCD2_Exon22_NM_001018115.2 1905.68 1.50 1904.18 99.921288
chr1 120611927 120612040 NOTCH2_Exon1_NM_024408.4 2484.74 1.96 2482.78 99.921119
chr17 40375379 40375594 STAT5B_Exon5_NM_012448.4 1315.62 1.04 1314.58 99.92095
chr7 74150821 74151045 GTF2I_Exon16_NM_001518.5 2630.82 2.08 2628.74 99.920937
chr4 55602866 55603006 KIT_Exon19_NM_001093772.1 1464.50 1.16 1463.34 99.920792
chr3 37083738 37083842 MLH1_Exon14_NM_001258273.1 1259.36 1.00 1258.36 99.920595
chr5 98233939 98234158 CHD1_Exon9_NM_001270.2 1673.74 1.34 1672.4 99.91994
chr13 33249960 33250116 PDS5B_Exon9_NM_015032.4 1659.56 1.34 1658.22 99.919256
chr13 72063108 72063300 DACH1_Exon4_NM_080760.5 1635.90 1.34 1634.56 99.918088
chrX 70357387 70357505 MED12_Exon40_NM_005120.3 1019.58 0.86 1018.72 99.915652
chr12 133234433 133234576 POLE_Exon27_NM_006231.4 1397.74 1.18 1396.56 99.915578
chr17 56440866 56440981 RNF43_Exon4_NM_001305544.2 1757.88 1.50 1756.38 99.91467
chr7 81392002 81392208 HGF_Exon2_NM_000601.6 1965.50 1.68 1963.82 99.914526
chr16 2124180 2124410 TSC2_Exon21_NM_001318829.1 1394.40 1.20 1393.2 99.913941
chr17 37883047 37883276 ERBB2_Exon28_NM_001005862.2 1601.86 1.38 1600.48 99.91385
chr1 206666335 206666472 IKBKE_Exon18_NM_001193321.2 1405.10 1.22 1403.88 99.913173
chr9 80336218 80336449 GNAQ_Exon7_NM_002072.5 1403.40 1.22 1402.18 99.913068
chr9 137592996 137593199 COL5A1_Exon4_NM_000093.5 1355.62 1.18 1354.44 99.912955
chr20 39796471 39796589 PLCG1_Exon20_NM_182811.2 1352.62 1.18 1351.44 99.912762
chr7 151164184 151164317 RHEB_Exon8_NM_005614.4 1878.96 1.64 1877.32 99.912718
chr21 42840302 42840485 TMPRSS2_Exon12_NM_005656.4 1228.84 1.08 1227.76 99.912112
chr6 117632162 117632300 ROS1_Exon39_NM_002944.2 1363.58 1.20 1362.38 99.911996
chr1 193038157 193038205 RO60_Exon2_NM_001173524.2 658.12 0.58 657.54 99.91187
chr13 49037846 49037991 RB1_Exon21_NM_000321.2 974.74 0.86 973.88 99.911771
chrX 53573644 53573806 HUWE1_Exon69_NM_031407.7 1215.38 1.08 1214.3 99.911139
chr5 38953066 38953213 RICTOR_Exon29_NM_001285439.2 1528.30 1.36 1526.94 99.911012
chr7 151882622 151882736 KMT2C_Exon34_NM_170606.3 2072.82 1.86 2070.96 99.910267
chr7 2977593 2977635 CARD11_Exon9_NM_001324281.2 1556.04 1.40 1554.64 99.910028
chr3 69986952 69987220 MITF_Exon3_NM_001354606.2 1478.30 1.34 1476.96 99.909355
chr14 21871155 21871391 CHD8_Exon18_NM_020920.4 1492.16 1.36 1490.8 99.908857
chr1 206646550 206646677 IKBKE_Exon3_NM_001193322.2 1181.70 1.08 1180.62 99.908606
chr6 41908669 41908757 CCND3_Exon1_NM_001287427.1 1611.46 1.48 1609.98 99.908158
chr19 45871867 45872021 ERCC2_Exon5_NM_000400.3 1473.48 1.36 1472.12 99.907701
chr19 2193667 2193802 DOT1L_Exon6_NM_032482.3 1231.08 1.14 1229.94 99.907398
chr15 40675097 40675139 KNSTRN_Exon1_NM_001142762.1 1400.34 1.30 1399.04 99.907165
chr1 17359534 17359660 SDHB_Exon3_NM_003000.3 1333.74 1.24 1332.5 99.907028
chrX 128624016 128624189 SMARCA1_Exon15_NM_003069.5 1226.08 1.14 1224.94 99.907021
chrX 53635792 53635890 HUWE1_Exon24_NM_031407.7 1167.46 1.10 1166.36 99.905778
chr3 119624581 119624719 GSK3B_Exon7_NM_002093.4 1248.62 1.18 1247.44 99.905496
chr9 131388649 131388986 SPTAN1_Exon47_NM_001195532.2 1183.42 1.12 1182.3 99.905359
chr10 123239074 123239204 FGFR2_Exon15_NM_001144914.1 1341.20 1.28 1339.92 99.904563
chr5 38954855 38954983 RICTOR_Exon27_NM_001285439.2 1039.96 1.00 1038.96 99.903842
chr5 56181738 56181910 MAP3K1_Exon17_NM_005921.2 1537.44 1.48 1535.96 99.903736
chr16 50815136 50815342 CYLD_Exon11_NM_015247.2 1616.82 1.56 1615.26 99.903514
chrX 70346170 70346354 MED12_Exon19_NM_005120.3 1139.80 1.10 1138.7 99.903492
chr18 61328013 61328110 SERPINB3_Exon3_NM_006919.3 2149.98 2.08 2147.9 99.903255
chrX 32429848 32430050 DMD_Exon2_NM_004012.4 1124.24 1.10 1123.14 99.902156
chr19 11118557 11118719 SMARCA4_Exon14_NM_001128847.3 1307.66 1.28 1306.38 99.902115
chr7 74152366 74152465 GTF2I_Exon17_NM_001518.5 2502.30 2.46 2499.84 99.90169
chr20 39800812 39800949 PLCG1_Exon25_NM_182811.2 1532.82 1.52 1531.3 99.900836
chr8 26150742 26150819 PPP2R2A_Exon1_NM_001177591.2 1852.76 1.84 1850.92 99.900689
chr5 228279 228468 SDHA_Exon5_NM_001294332.1 1427.68 1.42 1426.26 99.900538
chrX 70613896 70614115 TAF1_Exon22_NM_138923.3 1105.50 1.10 1104.4 99.900498
chr1 65300224 65300360 JAK1_Exon26_NM_001320923.1 1353.66 1.36 1352.3 99.899532
chr10 96535107 96535336 CYP2C19_Exon3_NM_000769.4 1405.90 1.42 1404.48 99.898997
chrX 53432682 53432908 SMC1A_Exon10_NM_006306.4 1436.88 1.46 1435.42 99.898391
chr17 73774655 73774824 H3-3B_Exon4_NM_005324.5 2235.46 2.28 2233.18 99.898008
chr2 16080688 16080885 MYCN_Exon1_NM_001293231.2 528.46 0.54 527.92 99.897816
chr14 51131876 51132357 SAV1_Exon2_NM_021818.4 2254.06 2.32 2251.74 99.897075
chr7 74146799 74147023 GTF2I_Exon13_NM_001518.5 2068.70 2.16 2066.54 99.895587
chrX 128599800 128599959 SMARCA1_Exon22_NM_003069.5 1492.18 1.56 1490.62 99.895455
chr11 32438015 32438106 WT1_Exon5_NM_001198551.1 1257.42 1.32 1256.1 99.895023
chr7 106522541 106522672 PIK3CG_Exon7_NM_001282427.2 1762.54 1.86 1760.68 99.89447
chr7 6045502 6045682 PMS2_Exon2_NM_001322005.2 2008.14 2.12 2006.02 99.89443
chr12 124922455 124922562 NCOR2_Exon10_NM_006312.6 943.32 1.00 942.32 99.893991
chr3 69998181 69998339 MITF_Exon6_NM_001354606.2 1335.86 1.42 1334.44 99.893701
chr12 31944672 31945120 H3-5_Exon1_NM_001013699.3 1502.78 1.60 1501.18 99.893531
chr1 78428434 78428635 FUBP1_Exon14_NR_146540.2 1798.10 1.92 1796.18 99.893221
chr12 21643112 21643332 RECQL_Exon4_NM_002907.4 1639.62 1.76 1637.86 99.892658
chr10 112333444 112333523 SMC3_Exon3_NM_005445.3 1341.10 1.44 1339.66 99.892625
chrX 70357016 70357253 MED12_Exon39_NM_005120.3 1098.76 1.18 1097.58 99.892606
chr17 40452712 40452908 STAT5A_Exon9_NM_003152.3 1358.70 1.46 1357.24 99.892544
chr7 152027665 152027844 KMT2C_Exon3_NM_170606.3 2062.72 2.22 2060.5 99.892375
chr19 52729197 52729254 PPP2R1A_Exon15_NM_014225.6 1408.16 1.52 1406.64 99.892058
chr16 2120436 2120599 TSC2_Exon16_NM_001318829.1 1203.28 1.30 1201.98 99.891962
chr5 176522513 176522744 FGFR4_Exon13_NM_001354984.2 1421.48 1.54 1419.94 99.891662
chr15 88428904 88428986 NTRK3_Exon18_NM_001012338.2 658.86 0.72 658.14 99.89072
chr1 243858872 243859038 AKT3_Exon2_NM_181690.2 986.68 1.08 985.6 99.890542
chr6 114262851 114262949 HDAC2_Exon13_NM_001527.4 910.06 1.00 909.06 99.890117
chr17 40456339 40456467 STAT5A_Exon11_NM_003152.3 1272.36 1.40 1270.96 99.889968
chr4 187549621 187549937 FAT1_Exon8_NM_005245.4 1617.30 1.78 1615.52 99.88994
chr11 77961182 77961466 GAB2_Exon3_NM_012296.3 1416.16 1.56 1414.6 99.889843
chr7 151970769 151970972 KMT2C_Exon7_NM_170606.3 6099.98 6.74 6093.24 99.889508
chrX 128640036 128640208 SMARCA1_Exon8_NM_003069.5 1282.64 1.42 1281.22 99.889291
chr7 74157767 74157879 GTF2I_Exon18_NM_001518.5 1822.58 2.02 1820.56 99.889168
chr1 243800892 243801064 AKT3_Exon5_NM_181690.2 1062.22 1.18 1061.04 99.888912
chr18 736787 736981 YES1_Exon10_NM_005433.4 1582.14 1.76 1580.38 99.888758
chrX 31224678 31224804 DMD_Exon23_NM_004021.3 862.82 0.96 861.86 99.888737
chrX 41026714 41026850 USP9X_Exon17_NM_001039591.3 844.76 0.94 843.82 99.888726
chr22 29091094 29091250 CHEK2_Exon13_NM_001005735.2 1149.90 1.28 1148.62 99.888686
chr1 10327417 10327636 KIF1B_Exon6_NM_183416.4 1431.74 1.60 1430.14 99.888248
chr17 66526397 66526610 PRKAR1A_Exon11_NM_001278433.1 2001.86 2.24 1999.62 99.888104
chr13 20641358 20641550 ZMYM2_Exon21_NM_001353159.1 1513.86 1.70 1512.16 99.887704
chr11 69588056 69588273 FGF4_Exon3_NM_002007.4 1012.26 1.14 1011.12 99.887381
chr8 90949233 90949323 NBN_Exon15_NM_002485.4 1924.76 2.18 1922.58 99.886739
chrX 47422604 47422748 ARAF_Exon3_NM_001256197.1 969.50 1.10 968.4 99.886539
chr9 21968703 21968790 CDKN2A_Exon3_NM_001195132.1 1269.14 1.44 1267.7 99.886537
chr14 45606251 45606464 FANCM_Exon2_NM_001308133.2 1914.30 2.18 1912.12 99.88612
chr3 10130112 10130246 FANCD2_Exon35_NM_001018115.2 1299.12 1.48 1297.64 99.886077
chr14 68353717 68353941 RAD51B_Exon7_NM_001321819.1 2172.12 2.48 2169.64 99.885826
chr4 187516822 187517000 FAT1_Exon26_NM_005245.4 1186.40 1.36 1185.04 99.885367
chr2 190656515 190656687 PMS1_Exon2_NM_001289409.1 1691.04 1.94 1689.1 99.885278
chr5 38964873 38965014 RICTOR_Exon16_NM_001285439.2 1200.78 1.38 1199.4 99.885075
chr6 152415499 152415723 ESR1_Exon9_NM_001122742.1 1163.80 1.34 1162.46 99.88486
chr1 227073218 227073400 PSEN2_Exon6_NM_012486.2 1180.34 1.36 1178.98 99.884779
chr6 117717330 117717447 ROS1_Exon8_NM_002944.2 1591.98 1.84 1590.14 99.884421
chr16 50825448 50825621 CYLD_Exon16_NM_015247.2 1550.80 1.80 1549.0 99.883931
chr19 50902607 50902761 POLD1_Exon3_NM_001256849.1 1326.64 1.54 1325.1 99.883917
chr10 89725023 89725249 PTEN_Exon9_NM_001304718.2 1720.50 2.00 1718.5 99.883755
chr4 55953753 55953945 KDR_Exon27_NM_002253.3 1426.64 1.66 1424.98 99.883643
chr10 88681256 88681472 BMPR1A_Exon11_NM_004329.2 1546.62 1.80 1544.82 99.883617
chr3 10106392 10106579 FANCD2_Exon23_NM_001018115.2 1713.48 2.00 1711.48 99.883278
chr14 68878120 68878264 RAD51B_Exon9_NM_001321819.1 2158.76 2.52 2156.24 99.883266
chr1 226567253 226567362 PARP1_Exon11_NM_001618.4 1353.18 1.58 1351.6 99.883238
chr12 49446677 49446875 KMT2D_Exon8_NM_003482.3 1607.30 1.88 1605.42 99.883034
chr19 52714492 52714765 PPP2R1A_Exon4_NM_014225.6 1025.64 1.20 1024.44 99.883
chr3 142297467 142297566 ATR_Exon1_NM_001184.4 1343.46 1.58 1341.88 99.882393
chrX 66931223 66931551 AR_Exon4_NM_000044.6 1020.14 1.20 1018.94 99.882369
chr5 150911127 150911551 FAT2_Exon13_NM_001447.2 1306.74 1.54 1305.2 99.882149
chr1 11206712 11206868 MTOR_Exon32_NM_004958.4 1051.24 1.24 1050.0 99.882044
chr2 25468868 25468953 DNMT3A_Exon12_NR_135490.2 948.68 1.12 947.56 99.881941
chr4 153251863 153252040 FBXW7_Exon9_NM_001349798.2 1133.12 1.34 1131.78 99.881742
chr16 2226245 2226405 TRAF7_Exon20_NM_032271.3 1716.74 2.04 1714.7 99.88117
chr17 40447616 40447831 STAT5A_Exon6_NM_003152.3 1509.98 1.80 1508.18 99.880793
chrX 53227925 53228090 KDM5C_Exon16_NM_001353981.2 1307.86 1.56 1306.3 99.880721
chr6 20490378 20490681 E2F3_Exon7_NM_001949.5 1290.22 1.54 1288.68 99.880641
chr5 98240580 98240822 CHD1_Exon2_NM_001270.2 1658.50 1.98 1656.52 99.880615
chr3 121975907 121976254 CASR_Exon3_NM_000388.4 1406.76 1.68 1405.08 99.880577
chrX 40988232 40988418 USP9X_Exon3_NM_001039591.3 1137.46 1.36 1136.1 99.880435
chr1 158619625 158619757 SPTA1_Exon25_NM_003126.4 1036.88 1.24 1035.64 99.88041
chr22 42524136 42524392 CYP2D6_Exon5_NM_000106.6 1601.16 1.92 1599.24 99.880087
chr15 88799116 88799404 NTRK3_Exon3_NM_002530.4 582.94 0.70 582.24 99.879919
chr3 41265539 41265592 CTNNB1_Exon2_NM_001098210.2 1655.64 2.00 1653.64 99.879201
chr12 49446969 49447124 KMT2D_Exon7_NM_003482.3 1851.94 2.24 1849.7 99.879046
chr3 12626600 12626772 RAF1_Exon16_NM_001354689.3 1425.86 1.74 1424.12 99.877968
chr13 49027108 49027267 RB1_Exon18_NM_000321.2 1211.90 1.48 1210.42 99.877878
