Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr5 176715799 176715946 NSD1_Exon22_NM_172349.2 1525.26 0.00 1525.26 100.0
chr5 180035260 180035304 FLT4_Exon30_NM_002020.5 1145.10 0.00 1145.1 100.0
chr5 180035947 180036073 FLT4_Exon29_NM_182925.5 1017.78 0.00 1017.78 100.0
chr5 180043346 180043509 FLT4_Exon23_NM_182925.5 721.88 0.00 721.88 100.0
chr6 20490378 20490681 E2F3_Exon7_NM_001949.5 1290.22 0.00 1290.22 100.0
chr6 41904276 41904453 CCND3_Exon4_NM_001287434.1 1430.54 0.00 1430.54 100.0
chr6 88853511 88853561 CNR1_Exon2_NM_001365874.2 257.30 0.00 257.3 100.0
chr6 112035529 112035666 FYN_Exon3_NM_153048.3 1468.24 0.00 1468.24 100.0
chr6 114270311 114270444 HDAC2_Exon7_NM_001527.4 1726.30 0.00 1726.3 100.0
chr6 117632162 117632300 ROS1_Exon39_NM_002944.2 1363.58 0.00 1363.58 100.0
chr6 117715758 117715921 ROS1_Exon9_NM_002944.2 1297.74 0.00 1297.74 100.0
chr6 152446380 152446503 ESR1_Exon7_NM_001328100.2 1410.18 0.00 1410.18 100.0
chr6 161132723 161132770 PLG_Exon4_NM_001168338.1 530.94 0.00 530.94 100.0
chr6 161532847 161533010 MAP3K4_Exon23_NM_001363582.1 1342.74 0.00 1342.74 100.0
chr7 6013009 6013193 PMS2_Exon15_NM_001322005.2 1780.52 0.00 1780.52 100.0
chr7 6045502 6045682 PMS2_Exon2_NM_001322005.2 2008.14 0.00 2008.14 100.0
chr7 55218966 55219075 EGFR_Exon5_NM_201282.2 2114.72 0.00 2114.72 100.0
chr7 64152265 64152312 ZNF107_Exon3_NM_001282359.1 373.96 0.00 373.96 100.0
chr7 74120700 74120784 GTF2I_Exon8_NM_001280800.1 2043.12 0.00 2043.12 100.0
chr7 74125342 74125460 GTF2I_Exon9_NM_001280800.1 1614.94 0.00 1614.94 100.0
chr7 74144546 74144652 GTF2I_Exon12_NM_001518.5 1928.04 0.00 1928.04 100.0
chr7 74159076 74159300 GTF2I_Exon19_NM_001518.5 2186.44 0.00 2186.44 100.0
chr7 74160201 74160300 GTF2I_Exon20_NM_001518.5 1869.16 0.00 1869.16 100.0
chr7 74160655 74160770 GTF2I_Exon21_NM_001518.5 1224.74 0.00 1224.74 100.0
chr7 74163584 74163808 GTF2I_Exon24_NM_001518.5 2389.70 0.00 2389.7 100.0
chr7 74166401 74166522 GTF2I_Exon26_NM_001518.5 944.50 0.00 944.5 100.0
chr7 74167405 74167529 GTF2I_Exon27_NM_001518.5 1167.14 0.00 1167.14 100.0
chr7 74168157 74168381 GTF2I_Exon28_NM_001518.5 2112.14 0.00 2112.14 100.0
chr7 74169820 74169889 GTF2I_Exon29_NM_001518.5 2394.60 0.00 2394.6 100.0
chr7 74171131 74171213 GTF2I_Exon30_NM_001518.5 2016.92 0.00 2016.92 100.0
chr7 74172271 74172353 GTF2I_Exon31_NM_001518.5 2792.80 0.00 2792.8 100.0
chr7 74173089 74173188 GTF2I_Exon32_NM_001518.5 2198.50 0.00 2198.5 100.0
chr7 81339442 81339579 HGF_Exon13_NM_000601.6 2214.34 0.00 2214.34 100.0
chr7 92252329 92252420 CDK6_Exon6_NM_001259.8 1939.62 0.00 1939.62 100.0
chr7 124469287 124469416 POT1_Exon16_NM_015450.3 1621.62 0.00 1621.62 100.0
chr7 124493005 124493212 POT1_Exon10_NM_015450.3 1502.24 0.00 1502.24 100.0
chr7 128849109 128849258 SMO_Exon8_NM_005631.5 1587.62 0.00 1587.62 100.0
chr7 142654893 142655080 KEL_Exon6_NM_000420.3 1548.78 0.00 1548.78 100.0
chr7 151904364 151904533 KMT2C_Exon24_NM_170606.3 1770.18 0.00 1770.18 100.0
chr7 151919637 151919787 KMT2C_Exon21_NM_170606.3 1936.42 0.00 1936.42 100.0
chr7 151921079 151921284 KMT2C_Exon20_NM_170606.3 2162.62 0.00 2162.62 100.0
chr7 151921499 151921721 KMT2C_Exon19_NM_170606.3 2393.92 0.00 2393.92 100.0
chr7 151926987 151927132 KMT2C_Exon18_NM_170606.3 4707.64 0.00 4707.64 100.0
chr7 151927284 151927426 KMT2C_Exon17_NM_170606.3 1956.76 0.00 1956.76 100.0
chr7 151935771 151935931 KMT2C_Exon15_NM_170606.3 2971.98 0.00 2971.98 100.0
chr8 6482396 6482578 MCPH1_Exon14_NM_001322042.2 1.84 0.00 1.84 100.0
chr8 26223810 26223942 PPP2R2A_Exon9_NM_002717.4 1475.36 0.00 1475.36 100.0
chr8 30941194 30941315 WRN_Exon10_NM_000553.6 1044.90 0.00 1044.9 100.0
chr8 71128874 71129000 NCOA2_Exon3_NM_001321712.2 2134.78 0.00 2134.78 100.0
chr8 90977711 90977738 NBN_Intron8_NM_002485.4 1.52 0.00 1.52 100.0
chr8 95686591 95686638 ESRP1_Exon12_NM_001122827.2 419.88 0.00 419.88 100.0
chr9 5029762 5029926 JAK2_Exon3_NM_001322195.1 1127.92 0.00 1127.92 100.0
chr9 5077432 5077600 JAK2_Exon14_NM_001322195.1 823.42 0.00 823.42 100.0
chr9 5126663 5126811 JAK2_Exon24_NM_001322195.1 673.16 0.00 673.16 100.0
chr9 5563141 5563231 PDCD1LG2_Exon6_NM_025239.4 1157.72 0.00 1157.72 100.0
chr9 8733759 8733863 PTPRD_Exon1_NM_130392.3 1183.20 0.00 1183.2 100.0
chr9 19372218 19372266 DENND4C_Exon32_NM_017925.7 488.52 0.00 488.52 100.0
chr9 35059627 35059675 VCP_Exon14_NM_001354928.1 445.44 0.00 445.44 100.0
chr9 36846819 36846946 PAX5_Exon9_NM_016734.3 1302.60 0.00 1302.6 100.0
chr9 80336218 80336449 GNAQ_Exon7_NM_002072.5 1403.40 0.00 1403.4 100.0
chr9 80409358 80409528 GNAQ_Exon5_NM_002072.5 1034.22 0.00 1034.22 100.0
chr9 80430511 80430706 GNAQ_Exon3_NM_002072.5 1339.18 0.00 1339.18 100.0
chr9 87366880 87367020 NTRK2_Exon14_NM_001291937.1 1370.50 0.00 1370.5 100.0
chr9 97063706 97063756 ZNF169_Exon5_NM_003448.2 553.72 0.00 553.72 100.0
chr9 98218537 98218715 PTCH1_Exon19_NM_001083607.2 1547.40 0.00 1547.4 100.0
chr9 131355241 131355341 SPTAN1_Exon23_NM_003127.4 1381.70 0.00 1381.7 100.0
chr9 131367292 131367477 SPTAN1_Exon29_NM_001195532.2 1475.38 0.00 1475.38 100.0
chr9 131377890 131378139 SPTAN1_Exon39_NM_001195532.2 1410.02 0.00 1410.02 100.0
chr9 131380245 131380407 SPTAN1_Exon41_NM_001195532.2 1259.98 0.00 1259.98 100.0
chr9 131389644 131389797 SPTAN1_Exon48_NM_001195532.2 1483.02 0.00 1483.02 100.0
chr9 131394385 131394622 SPTAN1_Exon51_NM_001195532.2 1504.34 0.00 1504.34 100.0
chr9 131394689 131394783 SPTAN1_Exon52_NM_001195532.2 1871.12 0.00 1871.12 100.0
chr9 135776955 135777106 TSC1_Exon19_NM_000368.5 1393.42 0.00 1393.42 100.0
chr9 137592996 137593199 COL5A1_Exon4_NM_000093.5 1355.62 0.00 1355.62 100.0
chr9 137630299 137630381 COL5A1_Exon10_NM_000093.5 1341.14 0.00 1341.14 100.0
chr9 137655518 137655603 COL5A1_Exon20_NM_000093.5 1115.04 0.00 1115.04 100.0
chr9 137694713 137694861 COL5A1_Exon39_NM_000093.5 1090.02 0.00 1090.02 100.0
chr9 137711941 137712089 COL5A1_Exon58_NM_000093.5 1276.02 0.00 1276.02 100.0
chr9 139394983 139395319 NOTCH1_Exon31_NM_017617.5 1249.12 0.00 1249.12 100.0
chr10 89690782 89690866 PTEN_Exon3_NM_001304718.2 825.88 0.00 825.88 100.0
chr10 89711854 89712036 PTEN_Exon6_NM_001304718.2 1496.40 0.00 1496.4 100.0
chr10 89725274 89725324 PTEN_Exon9_NM_001304718.2 1127.64 0.00 1127.64 100.0
chr10 120896666 120896727 DENND10_Exon9_NM_207009.4 219.22 0.00 219.22 100.0
chr10 123285648 123285728 FGFR2_Exon5_NM_001320654.1 1382.58 0.00 1382.58 100.0
chr10 131557445 131557625 MGMT_Exon4_NM_002412.5 1001.64 0.00 1001.64 100.0
chr11 32439102 32439220 WT1_Exon4_NM_001198552.2 1237.96 0.00 1237.96 100.0
chr11 40135859 40135907 LRRC4C_Exon5_NM_020929.2 327.52 0.00 327.52 100.0
chr11 55653590 55653637 TRIM51_Exon3_NM_032681.4 567.26 0.00 567.26 100.0
chr11 57558930 57559165 TMX2-CTNND1_Exon4_NR_037646.1 1214.18 0.00 1214.18 100.0
chr11 57576725 57576958 TMX2-CTNND1_Exon16_NR_037646.1 1553.88 0.00 1553.88 100.0
chr11 69462741 69462930 CCND1_Exon4_NM_053056.3 1653.76 0.00 1653.76 100.0
chr11 69588771 69588915 FGF4_Exon2_NM_002007.4 1018.12 0.00 1018.12 100.0
chr11 77931344 77931510 GAB2_Exon9_NM_012296.3 1382.84 0.00 1382.84 100.0
chr11 89721995 89722042 TRIM51EP_Exon3_NR_146921.1 690.60 0.00 690.6 100.0
chr11 108123523 108123659 ATM_Exon12_NM_000051.3 1080.30 0.00 1080.3 100.0
chr11 108186529 108186658 ATM_Exon41_NM_000051.3 1691.96 0.00 1691.96 100.0
chr11 111963783 111963941 SDHD_Exon4_NM_001276506.2 1.52 0.00 1.52 100.0
chr12 422201 422380 KDM5A_Exon20_NM_001042603.3 1494.72 0.00 1494.72 100.0
chr12 6994499 6994553 DSTNP2_Exon1_NR_033796.2 0.62 0.00 0.62 100.0
chr12 7187765 7187815 C1R_Exon9_NM_001354346.2 354.44 0.00 354.44 100.0
chr12 21623107 21623300 RECQL_Exon15_NM_002907.4 1210.28 0.00 1210.28 100.0
chr12 25398187 25398338 KRAS_Exon2_NM_033360.4 1536.08 0.00 1536.08 100.0
chr12 48458876 48458923 SENP1_Exon12_NM_001267595.2 373.06 0.00 373.06 100.0
chr12 49446677 49446875 KMT2D_Exon8_NM_003482.3 1607.30 0.00 1607.3 100.0
chr12 55759466 55759513 OR6C75_Exon1_NM_001005497.1 504.02 0.00 504.02 100.0
chr12 65445108 65445270 WIF1_Exon10_NM_007191.5 1338.70 0.00 1338.7 100.0
chr12 85638626 85638675 LRRIQ1_Exon27_NM_001079910.2 214.46 0.00 214.46 100.0
chr12 124835112 124835303 NCOR2_Exon30_NM_006312.6 1174.10 0.00 1174.1 100.0
chr12 124922455 124922562 NCOR2_Exon10_NM_006312.6 943.32 0.00 943.32 100.0
chr12 133212457 133212630 POLE_Exon42_NM_006231.4 1238.96 0.00 1238.96 100.0
chr12 133249729 133249883 POLE_Exon14_NM_006231.4 1057.74 0.00 1057.74 100.0
chr13 28589706 28589858 FLT3_Exon21_NM_004119.3 1176.08 0.00 1176.08 100.0
chr13 31035448 31035497 HMGB1_Exon5_NM_001370340.1 507.92 0.00 507.92 100.0
chr13 33249960 33250116 PDS5B_Exon9_NM_015032.4 1659.56 0.00 1659.56 100.0
chr13 48919195 48919355 RB1_Exon4_NM_000321.2 1107.56 0.00 1107.56 100.0
chr13 73346316 73346358 DIS3_Exon11_NM_001322349.2 1862.96 0.00 1862.96 100.0
chr13 73346343 73346385 DIS3_Exon11_NM_001322349.2 1886.80 0.00 1886.8 100.0
chr13 110408630 110408675 IRS2_Exon2_NM_003749.3 1332.88 0.00 1332.88 100.0
chr14 45669052 45669231 FANCM_Exon22_NM_001308133.2 1495.80 0.00 1495.8 100.0
chr14 45693702 45693750 MIS18BP1_Exon11_NM_018353.5 389.10 0.00 389.1 100.0
chr14 65544041 65544166 MAX_Exon5_NM_145113.3 1889.12 0.00 1889.12 100.0
chr14 69061181 69061340 RAD51B_Exon11_NM_133509.4 1.14 0.00 1.14 100.0
chr15 25310173 25310220 SNORD116-6_Exon1_NR_003321.1 253.96 0.00 253.96 100.0
chr15 41023232 41023396 RAD51_Exon10_NM_001164269.2 1354.92 0.00 1354.92 100.0
chr15 41060051 41060104 DNAJC17_Exon11_NM_018163.3 315.16 0.00 315.16 100.0
chr15 43788815 43788845 TP53BP1_Intron2_NM_005657.4 0.84 0.00 0.84 100.0
chr15 57213203 57213316 TCF12_Exon3_NM_001322151.1 1385.70 0.00 1385.7 100.0
chr15 64967227 64967274 ZNF609_Exon5_NM_015042.2 358.20 0.00 358.2 100.0
chr15 75676584 75676798 SIN3A_Exon17_NM_015477.3 1185.86 0.00 1185.86 100.0
chr15 83659276 83659329 RAMAC_Exon4_NM_031452.4 337.60 0.00 337.6 100.0
chr15 88428904 88428986 NTRK3_Exon18_NM_001012338.2 658.86 0.00 658.86 100.0
chr15 88472401 88472685 NTRK3_Exon17_NM_002530.4 1098.92 0.00 1098.92 100.0
chr15 88669481 88669624 NTRK3_Exon13_NM_002530.4 1214.18 0.00 1214.18 100.0
chr15 88799116 88799404 NTRK3_Exon3_NM_002530.4 582.94 0.00 582.94 100.0
chr15 90628486 90628639 IDH2_Exon6_NM_001290114.2 1394.58 0.00 1394.58 100.0
chr15 99467733 99467933 IGF1R_Exon13_NM_001291858.2 1468.84 0.00 1468.84 100.0
chr15 99486131 99486301 IGF1R_Exon19_NM_001291858.2 1100.60 0.00 1100.6 100.0
chr16 2120436 2120599 TSC2_Exon16_NM_001318829.1 1203.28 0.00 1203.28 100.0
chr16 2124180 2124410 TSC2_Exon21_NM_001318829.1 1394.40 0.00 1394.4 100.0
chr16 3642679 3642886 SLX4_Exon11_NM_032444.4 1138.24 0.00 1138.24 100.0
chr16 3795257 3795375 CREBBP_Exon21_NM_001079846.1 1515.24 0.00 1515.24 100.0
chr16 10867183 10867231 TVP23A_Exon6_NR_134901.2 317.00 0.00 317.0 100.0
chr16 50362559 50362675 BRD7_Exon9_NM_001173984.3 1634.68 0.00 1634.68 100.0
chr16 81944104 81944345 PLCG2_Exon18_NM_002661.5 1126.84 0.00 1126.84 100.0
chr16 89815046 89815195 FANCA_Exon33_NM_001286167.3 1356.74 0.00 1356.74 100.0
chr17 12016529 12016697 MAP2K4_Exon7_NM_003010.4 1328.84 0.00 1328.84 100.0
chr17 16068272 16068495 NCOR1_Exon5_NM_006311.4 2321.60 0.00 2321.6 100.0
chr17 17125794 17125995 FLCN_Exon9_NM_001353229.2 1413.56 0.00 1413.56 100.0
chr17 29557257 29557420 NF1_Exon23_NM_000267.3 1612.00 0.00 1612.0 100.0
chr17 35878989 35879038 SYNRG_Exon22_NM_007247.6 247.70 0.00 247.7 100.0
chr17 40354337 40354485 STAT5B_Exon18_NM_012448.4 1289.88 0.00 1289.88 100.0
chr17 40375379 40375594 STAT5B_Exon5_NM_012448.4 1315.62 0.00 1315.62 100.0
chr17 40451748 40451919 STAT5A_Exon7_NM_003152.3 1489.64 0.00 1489.64 100.0
chr17 40452127 40452319 STAT5A_Exon8_NM_003152.3 1461.66 0.00 1461.66 100.0
chr17 40452712 40452908 STAT5A_Exon9_NM_003152.3 1358.70 0.00 1358.7 100.0
chr17 40467742 40467838 STAT3_Exon24_NM_213662.2 1166.46 0.00 1166.46 100.0
chr17 56807520 56807547 RAD51C_Intron7_NM_058216.3 0.14 0.00 0.14 100.0
chr17 73774655 73774824 H3-3B_Exon4_NM_005324.5 2235.46 0.00 2235.46 100.0
chr17 78704339 78704526 RPTOR_Exon5_NM_001163034.2 1163.10 0.00 1163.1 100.0
chr17 78865499 78865657 RPTOR_Exon14_NM_001163034.2 1313.36 0.00 1313.36 100.0
chr18 739714 739831 YES1_Exon9_NM_005433.4 1330.16 0.00 1330.16 100.0
chr18 20572833 20572881 RBBP8_Exon11_NM_002894.3 490.02 0.00 490.02 100.0
chr18 61310374 61310471 SERPINB4_Exon3_NM_002974.4 2258.94 0.00 2258.94 100.0
chr19 1422326 1422415 DAZAP1_Exon6_NM_001352033.2 1171.78 0.00 1171.78 100.0
chr19 2199862 2199958 DOT1L_Exon8_NM_032482.3 1212.92 0.00 1212.92 100.0
chr19 2207552 2207699 DOT1L_Exon11_NM_032482.3 732.68 0.00 732.68 100.0
chr19 2216259 2216784 DOT1L_Exon20_NM_032482.3 1368.90 0.00 1368.9 100.0
chr19 3113307 3113502 GNA11_Exon3_NM_002067.5 993.96 0.00 993.96 100.0
chr19 4094430 4094516 MAP2K2_Exon10_NM_030662.3 1465.24 0.00 1465.24 100.0
chr19 4102353 4102471 MAP2K2_Exon4_NM_030662.3 1101.04 0.00 1101.04 100.0
chr19 11097560 11097699 SMARCA4_Exon5_NM_001128847.3 1336.58 0.00 1336.58 100.0
chr19 11101805 11102019 SMARCA4_Exon8_NM_001128847.3 819.30 0.00 819.3 100.0
chr19 11118557 11118719 SMARCA4_Exon14_NM_001128847.3 1307.66 0.00 1307.66 100.0
