Chromosome Start End Name Initial_Abundance New_Abundance Absolute_Difference Relative_Difference(%)
chr1 39760697 39760842 MACF1_Exon18_NM_012090.5 1523.00 0.00 1523.0 100.0
chr1 39776482 39776692 MACF1_Exon25_NM_012090.5 1566.74 0.00 1566.74 100.0
chr1 39824348 39824565 MACF1_Exon40_NM_012090.5 1285.92 0.00 1285.92 100.0
chr1 39934266 39934424 MACF1_Exon90_NM_012090.5 1292.58 0.00 1292.58 100.0
chr1 45407162 45407210 EIF2B3_Exon4_NM_020365.5 605.40 0.00 605.4 100.0
chr1 46733110 46733301 RAD54L_Exon9_NM_001370766.1 1545.58 0.00 1545.58 100.0
chr1 74575193 74575241 LRRIQ3_Exon5_NM_001105659.2 352.08 0.00 352.08 100.0
chr1 78428434 78428635 FUBP1_Exon14_NR_146540.2 1798.10 0.00 1798.1 100.0
chr1 98144611 98144778 DPYD_Exon8_NM_000110.4 1190.74 0.00 1190.74 100.0
chr1 98205908 98206075 DPYD_Exon4_NM_000110.4 1327.32 0.00 1327.32 100.0
chr1 120460267 120460405 NOTCH2_Exon33_NM_024408.4 1519.22 0.00 1519.22 100.0
chr1 120501994 120502145 NOTCH2_Exon12_NM_024408.4 1520.46 0.00 1520.46 100.0
chr1 120529562 120529725 NOTCH2_Exon5_NM_024408.4 1526.38 0.00 1526.38 100.0
chr1 120547931 120548231 NOTCH2_Exon3_NM_024408.4 1629.50 0.00 1629.5 100.0
chr1 155307980 155308028 ASH1L_Exon27_NM_001366177.2 276.75 0.00 276.75 100.0
chr1 156836681 156836790 NTRK1_Exon5_NM_001007792.1 1413.22 0.00 1413.22 100.0
chr1 158604312 158604485 SPTA1_Exon39_NM_003126.4 1393.78 0.00 1393.78 100.0
chr1 158617308 158617530 SPTA1_Exon27_NM_003126.4 1332.98 0.00 1332.98 100.0
chr1 158619625 158619757 SPTA1_Exon25_NM_003126.4 1036.88 0.00 1036.88 100.0
chr1 158651296 158651477 SPTA1_Exon4_NM_003126.4 1334.40 0.00 1334.4 100.0
chr1 160589581 160589629 SLAMF1_Exon6_NM_001330754.1 537.48 0.00 537.48 100.0
chr1 163297997 163298114 NUF2_Exon4_NM_031423.4 1283.06 0.00 1283.06 100.0
chr1 163306520 163306658 NUF2_Exon6_NM_031423.4 1257.08 0.00 1257.08 100.0
chr1 163309150 163309287 NUF2_Exon8_NM_031423.4 1194.78 0.00 1194.78 100.0
chr1 163315447 163315628 NUF2_Exon11_NM_031423.4 1489.50 0.00 1489.5 100.0
chr1 193038157 193038205 RO60_Exon2_NM_001173524.2 658.12 0.00 658.12 100.0
chr1 193219785 193219862 CDC73_Exon17_NM_024529.4 993.02 0.00 993.02 100.0
chr1 198663126 198663330 PTPRC_Exon4_NM_001267798.2 1041.16 0.00 1041.16 100.0
chr1 198704235 198704401 PTPRC_Exon20_NM_080921.3 821.52 0.00 821.52 100.0
chr1 204513642 204513832 MDM4_Exon6_NM_001278517.1 1207.98 0.00 1207.98 100.0
chr1 206646550 206646677 IKBKE_Exon3_NM_001193322.2 1181.70 0.00 1181.7 100.0
chr1 206666335 206666472 IKBKE_Exon18_NM_001193321.2 1405.10 0.00 1405.1 100.0
chr1 206669424 206669498 IKBKE_Exon21_NM_001193321.2 1343.50 0.00 1343.5 100.0
chr1 214549541 214549800 PTPN14_Exon15_NM_005401.5 1390.00 0.00 1390.0 100.0
chr1 214564310 214564408 PTPN14_Exon11_NM_005401.5 1536.76 0.00 1536.76 100.0
chr1 214585006 214585114 PTPN14_Exon5_NM_005401.5 1096.34 0.00 1096.34 100.0
chr1 226555879 226556042 PARP1_Exon16_NM_001618.4 1216.66 0.00 1216.66 100.0
chr1 227083104 227083300 PSEN2_Exon13_NM_012486.2 1235.80 0.00 1235.8 100.0
chr1 241676882 241677033 FH_Exon3_NM_000143.3 1425.32 0.00 1425.32 100.0
chr1 243727001 243727170 AKT3_Exon9_NM_181690.2 1400.04 0.00 1400.04 100.0
chr2 16080688 16080885 MYCN_Exon1_NM_001293231.2 528.46 0.00 528.46 100.0
chr2 21251178 21251430 APOB_Exon13_NM_000384.3 1351.82 0.00 1351.82 100.0
chr2 21257667 21257793 APOB_Exon8_NM_000384.3 1176.04 0.00 1176.04 100.0
chr2 21265212 21265368 APOB_Exon3_NM_000384.3 1229.18 0.00 1229.18 100.0
chr2 25468868 25468953 DNMT3A_Exon12_NR_135490.2 948.68 0.00 948.68 100.0
chr2 25469008 25469198 DNMT3A_Exon11_NR_135490.2 1258.68 0.00 1258.68 100.0
chr2 25469899 25470047 DNMT3A_Exon9_NR_135490.2 1324.64 0.00 1324.64 100.0
chr2 25498348 25498432 DNMT3A_Exon5_NR_135490.2 1025.72 0.00 1025.72 100.0
chr2 25522987 25523132 DNMT3A_Exon3_NR_135490.2 1251.80 0.00 1251.8 100.0
chr2 29420387 29420562 ALK_Exon27_NM_004304.5 1389.96 0.00 1389.96 100.0
chr2 29754760 29755002 ALK_Exon4_NM_004304.5 1171.88 0.00 1171.88 100.0
chr2 29917695 29917900 ALK_Exon3_NM_004304.5 1103.80 0.00 1103.8 100.0
chr2 39216390 39216475 SOS1_Exon21_NM_005633.3 1443.48 0.00 1443.48 100.0
chr2 39233532 39233690 SOS1_Exon17_NM_005633.3 1375.10 0.00 1375.1 100.0
chr2 39240580 39240724 SOS1_Exon13_NM_005633.3 1406.02 0.00 1406.02 100.0
chr2 39285793 39285965 SOS1_Exon3_NM_005633.3 1141.58 0.00 1141.58 100.0
chr2 46573991 46574222 EPAS1_Exon2_NM_001430.5 1366.84 0.00 1366.84 100.0
chr2 46605775 46605926 EPAS1_Exon11_NM_001430.5 1306.62 0.00 1306.62 100.0
chr2 47690149 47690313 MSH2_Exon10_NM_001258281.1 1203.38 0.00 1203.38 100.0
chr2 47703485 47703730 MSH2_Exon14_NM_001258281.1 1650.86 0.00 1650.86 100.0
chr2 58388636 58388793 FANCL_Exon12_NM_001114636.1 835.58 0.00 835.58 100.0
chr2 61711051 61711260 XPO1_Exon21_NM_003400.4 1579.94 0.00 1579.94 100.0
chr2 61720029 61720208 XPO1_Exon13_NM_003400.4 1256.94 0.00 1256.94 100.0
chr2 88056951 88057001 PLGLB2_Exon4_NM_002665.4 687.34 0.00 687.34 100.0
chr2 99614576 99614628 TSGA10_Exon19_NM_001349012.1 296.62 0.00 296.62 100.0
chr2 111887688 111887832 BCL2L11_Exon3_NM_138625.4 2.82 0.00 2.82 100.0
chr2 111909378 111909448 BCL2L11_Exon4_NM_001204107.1 1623.42 0.00 1623.42 100.0
chr2 145146963 145147011 ZEB2_Exon10_NM_014795.4 450.70 0.00 450.7 100.0
chr2 148657006 148657156 ACVR2A_Exon4_NM_001278579.2 1242.04 0.00 1242.04 100.0
chr2 152108068 152108117 RBM43_Exon4_NM_198557.3 343.78 0.00 343.78 100.0
chr2 165551276 165551324 COBLL1_Exon13_NM_001365671.1 351.98 0.00 351.98 100.0
chr2 190671128 190671248 PMS1_Exon5_NM_001321051.1 2.16 0.00 2.16 100.0
chr2 198267652 198267779 SF3B1_Exon13_NM_012433.3 1579.16 0.00 1579.16 100.0
chr2 198268288 198268508 SF3B1_Exon12_NM_012433.3 1260.00 0.00 1260.0 100.0
chr2 198269779 198269921 SF3B1_Exon11_NM_012433.3 1476.50 0.00 1476.5 100.0
chr2 198299675 198299743 SF3B1_Exon1_NM_012433.3 1223.86 0.00 1223.86 100.0
chr2 209108130 209108348 IDH1_Exon6_NM_001282387.1 1500.02 0.00 1500.02 100.0
chr2 215661764 215661861 BARD1_Exon2_NM_000465.4 1395.28 0.00 1395.28 100.0
chr2 222290604 222290654 EPHA4_Exon17_NM_001363748.2 427.72 0.00 427.72 100.0
chr2 234638263 234638310 UGT1A3_Exon1_NM_019093.2 265.08 0.00 265.08 100.0
chr3 1413962 1414178 CNTN6_Exon11_NM_001349359.2 1334.88 0.00 1334.88 100.0
chr3 10084713 10084854 FANCD2_Exon12_NM_001018115.2 1442.88 0.00 1442.88 100.0
chr3 10085147 10085296 FANCD2_Exon13_NM_001018115.2 1558.76 0.00 1558.76 100.0
chr3 10085492 10085568 FANCD2_Exon14_NM_001018115.2 1495.02 0.00 1495.02 100.0
chr3 10091037 10091209 FANCD2_Exon17_NM_001018115.2 1962.90 0.00 1962.9 100.0
chr3 10106019 10106133 FANCD2_Exon22_NM_001018115.2 1905.68 0.00 1905.68 100.0
chr3 10107057 10107198 FANCD2_Exon24_NM_001018115.2 1294.24 0.00 1294.24 100.0
chr3 10107527 10107683 FANCD2_Exon25_NM_001018115.2 1330.98 0.00 1330.98 100.0
chr3 10130112 10130246 FANCD2_Exon35_NM_001018115.2 1299.12 0.00 1299.12 100.0
chr3 12627159 12627318 RAF1_Exon15_NM_001354689.3 1256.36 0.00 1256.36 100.0
chr3 20216030 20216078 SGO1_Exon6_NM_001199252.3 570.38 0.00 570.38 100.0
chr3 37038089 37038220 MLH1_Exon2_NM_001354625.1 1469.34 0.00 1469.34 100.0
chr3 37045871 37045985 MLH1_Exon3_NM_001258273.1 1320.72 0.00 1320.72 100.0
chr3 37083738 37083842 MLH1_Exon14_NM_001258273.1 1259.36 0.00 1259.36 100.0
chr3 41265539 41265592 CTNNB1_Exon2_NM_001098210.2 1655.64 0.00 1655.64 100.0
chr3 41277819 41278010 CTNNB1_Exon12_NM_001098210.2 1513.68 0.00 1513.68 100.0
chr3 41278058 41278220 CTNNB1_Exon13_NM_001098210.2 1598.96 0.00 1598.96 100.0
chr3 47139424 47139591 SETD2_Exon9_NM_014159.6 1122.14 0.00 1122.14 100.0
chr3 49398340 49398519 RHOA_Exon5_NM_001313943.2 5.44 0.00 5.44 100.0
chr3 49399908 49400079 RHOA_Exon5_NM_001313941.2 1478.94 0.00 1478.94 100.0
chr3 52438448 52438622 BAP1_Exon12_NM_004656.4 1479.48 0.00 1479.48 100.0
chr3 56657026 56657074 TASOR_Exon17_NM_015224.3 562.52 0.00 562.52 100.0
chr3 69998181 69998339 MITF_Exon6_NM_001354606.2 1335.86 0.00 1335.86 100.0
chr3 70008403 70008591 MITF_Exon9_NM_001354606.2 1376.64 0.00 1376.64 100.0
chr3 100039716 100039764 TBC1D23_Exon17_NM_018309.5 456.98 0.00 456.98 100.0
chr3 119545614 119545722 GSK3B_Exon12_NM_002093.4 1188.92 0.00 1188.92 100.0
chr3 119624581 119624719 GSK3B_Exon7_NM_002093.4 1248.62 0.00 1248.62 100.0
chr3 119642199 119642350 GSK3B_Exon4_NM_002093.4 1410.96 0.00 1410.96 100.0
chr3 121186345 121186507 POLQ_Exon24_NM_199420.4 1431.78 0.00 1431.78 100.0
chr3 121228387 121228570 POLQ_Exon12_NM_199420.4 1331.30 0.00 1331.3 100.0
chr3 121255926 121256075 POLQ_Exon5_NM_199420.4 1325.08 0.00 1325.08 100.0
chr3 121264541 121264744 POLQ_Exon1_NM_199420.4 1198.34 0.00 1198.34 100.0
chr3 121975907 121976254 CASR_Exon3_NM_000388.4 1406.76 0.00 1406.76 100.0
chr3 142180761 142180952 ATR_Exon42_NM_001184.4 1353.70 0.00 1353.7 100.0
chr3 142223960 142224165 ATR_Exon29_NM_001184.4 1412.42 0.00 1412.42 100.0
chr3 142286884 142287016 ATR_Exon2_NM_001184.4 1194.74 0.00 1194.74 100.0
chr3 142297467 142297566 ATR_Exon1_NM_001184.4 1343.46 0.00 1343.46 100.0
chr3 168861465 168861640 MECOM_Exon3_NM_001105077.3 1258.48 0.00 1258.48 100.0
chr3 176743265 176743332 TBL1XR1_Exon16_NM_001321193.2 1366.52 0.00 1366.52 100.0
chr3 176782687 176782785 TBL1XR1_Exon3_NM_001321193.2 1287.94 0.00 1287.94 100.0
chr3 178937338 178937543 PIK3CA_Exon12_NM_006218.4 1605.38 0.00 1605.38 100.0
chr3 178937716 178937860 PIK3CA_Exon13_NM_006218.4 1350.12 0.00 1350.12 100.0
chr3 182662861 182662981 DCUN1D1_Exon7_NM_020640.4 1369.50 0.00 1369.5 100.0
chr3 189586449 189586491 TP63_Exon8_NM_001329964.1 1585.62 0.00 1585.62 100.0
chr4 3430379 3430427 RGS12_Exon16_NM_002926.3 578.96 0.00 578.96 100.0
chr4 15938158 15938206 FGFBP1_Exon3_NM_005130.5 253.12 0.00 253.12 100.0
chr4 15995660 15995707 PROM1_Exon15_NM_001145849.2 316.96 0.00 316.96 100.0
chr4 48636415 48636463 FRYL_Exon4_NM_015030.2 523.90 0.00 523.9 100.0
chr4 55140987 55141160 PDGFRA_Exon12_NM_001347827.2 1293.98 0.00 1293.98 100.0
chr4 55161271 55161459 PDGFRA_Exon23_NM_006206.6 1231.16 0.00 1231.16 100.0
chr4 55575569 55575725 KIT_Exon7_NM_001093772.1 1438.00 0.00 1438.0 100.0
chr4 55602866 55603006 KIT_Exon19_NM_001093772.1 1464.50 0.00 1464.5 100.0
chr4 56336934 56336982 CLOCK_Exon9_NM_001267843.1 307.18 0.00 307.18 100.0
chr4 83740144 83740194 SEC31A_Exon27_NM_001077207.4 388.98 0.00 388.98 100.0
chr4 83785545 83785593 SEC31A_Exon11_NM_001077207.4 431.66 0.00 431.66 100.0
chr4 143158996 143159184 INPP4B_Exon13_NM_003866.3 944.76 0.00 944.76 100.0
chr4 143350305 143350390 INPP4B_Exon6_NM_003866.3 910.90 0.00 910.9 100.0
chr4 153245315 153245566 FBXW7_Exon13_NM_001349798.2 1526.58 0.00 1526.58 100.0
chr4 155249224 155249364 DCHS2_Exon7_NM_001358235.2 1165.72 0.00 1165.72 100.0
chr4 185309891 185310240 IRF2_Exon9_NM_002199.4 1190.84 0.00 1190.84 100.0
chr4 185339300 185339387 IRF2_Exon5_NM_002199.4 1253.56 0.00 1253.56 100.0
chr4 186272675 186272722 SNX25_Exon14_NM_001317781.1 337.44 0.00 337.44 100.0
chr4 187516822 187517000 FAT1_Exon26_NM_005245.4 1186.40 0.00 1186.4 100.0
chr5 223576 223703 SDHA_Exon2_NM_001294332.1 1474.82 0.00 1474.82 100.0
chr5 224454 224656 SDHA_Exon3_NM_001294332.1 1206.90 0.00 1206.9 100.0
chr5 230970 231135 SDHA_Exon6_NM_001294332.1 1230.24 0.00 1230.24 100.0
chr5 251086 251238 SDHA_Exon11_NM_001294332.1 1140.50 0.00 1140.5 100.0
chr5 35860933 35861112 IL7R_Exon2_NM_002185.5 1444.92 0.00 1444.92 100.0
chr5 37006438 37006710 NIPBL_Exon17_NM_015384.5 1446.44 0.00 1446.44 100.0
chr5 37007404 37007596 NIPBL_Exon18_NM_015384.5 1362.48 0.00 1362.48 100.0
chr5 38953066 38953213 RICTOR_Exon29_NM_001285439.2 1528.30 0.00 1528.3 100.0
chr5 38954855 38954983 RICTOR_Exon27_NM_001285439.2 1039.96 0.00 1039.96 100.0
chr5 38962396 38962483 RICTOR_Exon19_NM_001285439.2 785.58 0.00 785.58 100.0
chr5 38964873 38965014 RICTOR_Exon16_NM_001285439.2 1200.78 0.00 1200.78 100.0
chr5 38968024 38968152 RICTOR_Exon12_NM_001285439.2 1379.86 0.00 1379.86 100.0
chr5 55272022 55272126 IL6ST_Exon3_NM_002184.4 1292.24 0.00 1292.24 100.0
chr5 56167716 56167878 MAP3K1_Exon7_NM_005921.2 1625.28 0.00 1625.28 100.0
chr5 64886174 64886222 TRIM23_Exon11_NM_001656.4 323.54 0.00 323.54 100.0
chr5 79970781 79970967 MSH3_Exon7_NM_002439.5 1420.94 0.00 1420.94 100.0
chr5 80171549 80171701 MSH3_Exon24_NM_002439.5 1373.20 0.00 1373.2 100.0
chr5 86642468 86642561 RASA1_Exon7_NM_002890.3 702.66 0.00 702.66 100.0
chr5 86665609 86665737 RASA1_Exon12_NM_002890.3 1136.78 0.00 1136.78 100.0
chr5 86681097 86681226 RASA1_Exon22_NM_002890.3 1137.96 0.00 1137.96 100.0
chr5 98238583 98238688 CHD1_Exon4_NM_001270.2 1383.68 0.00 1383.68 100.0
chr5 98240580 98240822 CHD1_Exon2_NM_001270.2 1658.50 0.00 1658.5 100.0
chr5 112128122 112128246 APC_Exon6_NM_001354902.2 1451.36 0.00 1451.36 100.0
chr5 121362833 121362883 SRFBP1_Exon8_NM_152546.3 393.24 0.00 393.24 100.0
chr5 131911448 131911640 RAD50_Exon3_NM_005732.4 1492.82 0.00 1492.82 100.0
chr5 131915533 131915778 RAD50_Exon5_NM_005732.4 1552.40 0.00 1552.4 100.0
chr5 131926895 131927118 RAD50_Exon10_NM_005732.4 1545.18 0.00 1545.18 100.0
chr5 131930540 131930756 RAD50_Exon12_NM_005732.4 1629.94 0.00 1629.94 100.0
chr5 131940477 131940711 RAD50_Exon16_NM_005732.4 1454.86 0.00 1454.86 100.0
chr5 131944286 131944437 RAD50_Exon17_NM_005732.4 1291.88 0.00 1291.88 100.0
chr5 131944954 131945108 RAD50_Exon19_NM_005732.4 1302.78 0.00 1302.78 100.0
chr5 131951674 131951842 RAD50_Exon20_NM_005732.4 1288.28 0.00 1288.28 100.0
chr5 131973752 131973935 TH2LCRR_Exon2_NR_132126.1 1482.84 0.00 1482.84 100.0
chr5 131976343 131976517 RAD50_Exon24_NM_005732.4 1634.14 0.00 1634.14 100.0
chr5 131977849 131978076 TH2LCRR_Exon2_NR_132125.1 1585.68 0.00 1585.68 100.0
chr5 138213125 138213153 CTNNA1_Intron7_NM_001290307.2 2.72 0.00 2.72 100.0
chr5 145886703 145886750 TCERG1_Exon18_NM_001040006.2 596.10 0.00 596.1 100.0
chr5 149449415 149449646 CSF1R_Exon9_NM_001288705.2 1196.68 0.00 1196.68 100.0
chr5 149456818 149457018 CSF1R_Exon5_NM_001288705.2 1282.86 0.00 1282.86 100.0
chr5 149504269 149504414 PDGFRB_Exon13_NM_001355017.2 734.06 0.00 734.06 100.0
chr5 149509299 149509551 PDGFRB_Exon10_NM_001355017.2 1121.00 0.00 1121.0 100.0
chr5 149515097 149515461 PDGFRB_Exon3_NM_001355017.2 1501.52 0.00 1501.52 100.0
chr5 150932717 150932968 FAT2_Exon5_NM_001447.2 1342.76 0.00 1342.76 100.0
chr5 150935884 150935983 FAT2_Exon3_NM_001447.2 1445.50 0.00 1445.5 100.0
chr5 161113215 161113374 GABRA6_Exon2_NM_000811.3 1420.12 0.00 1420.12 100.0
chr5 161116621 161116805 GABRA6_Exon6_NM_000811.3 1332.28 0.00 1332.28 100.0
chr5 167798408 167798558 WWC1_Exon2_NM_015238.3 1060.02 0.00 1060.02 100.0
chr5 167841332 167841615 WWC1_Exon9_NM_015238.3 1309.64 0.00 1309.64 100.0
chr5 167882340 167882545 WWC1_Exon19_NM_015238.3 1267.90 0.00 1267.9 100.0
chr5 167895935 167896042 WWC1_Exon23_NM_015238.3 1339.88 0.00 1339.88 100.0
chr5 176522310 176522461 FGFR4_Exon12_NM_001354984.2 1289.10 0.00 1289.1 100.0
chr5 176522513 176522744 FGFR4_Exon13_NM_001354984.2 1421.48 0.00 1421.48 100.0
chr5 176710767 176710949 NSD1_Exon21_NM_172349.2 1558.08 0.00 1558.08 100.0
chr5 176715799 176715946 NSD1_Exon22_NM_172349.2 1525.26 0.00 1525.26 100.0
chr5 180035260 180035304 FLT4_Exon30_NM_002020.5 1145.10 0.00 1145.1 100.0
chr5 180035947 180036073 FLT4_Exon29_NM_182925.5 1017.78 0.00 1017.78 100.0
chr5 180039485 180039631 FLT4_Exon26_NM_182925.5 927.82 0.00 927.82 100.0
chr5 180043346 180043509 FLT4_Exon23_NM_182925.5 721.88 0.00 721.88 100.0
chr6 20490378 20490681 E2F3_Exon7_NM_001949.5 1290.22 0.00 1290.22 100.0
chr6 31939076 31939472 DXO_Exon2_NM_001371205.1 1766.14 0.00 1766.14 100.0
chr6 31948410 31948598 STK19_Exon7_NR_026717.1 1778.42 0.00 1778.42 100.0
chr6 31981517 31981564 TNXA_Intergenic18_NR_001284.2 1763.54 0.00 1763.54 100.0
chr6 41904276 41904453 CCND3_Exon4_NM_001287434.1 1430.54 0.00 1430.54 100.0
chr6 43745185 43745422 VEGFA_Exon3_NM_001171630.1 1122.04 0.00 1122.04 100.0
chr6 88853511 88853561 CNR1_Exon2_NM_001365874.2 257.30 0.00 257.3 100.0
chr6 100382338 100382386 MCHR2_Exon5_NM_001040179.2 211.52 0.00 211.52 100.0
chr6 106543469 106543629 PRDM1_Exon3_NM_001198.4 1595.34 0.00 1595.34 100.0
chr6 111587341 111587389 MFSD4B_Exon4_NM_153369.3 363.30 0.00 363.3 100.0
chr6 112017459 112017679 FYN_Exon7_NM_153048.3 1539.86 0.00 1539.86 100.0
chr6 114270311 114270444 HDAC2_Exon7_NM_001527.4 1726.30 0.00 1726.3 100.0
chr6 117632162 117632300 ROS1_Exon39_NM_002944.2 1363.58 0.00 1363.58 100.0
chr6 117686723 117686924 ROS1_Exon19_NM_002944.2 1536.42 0.00 1536.42 100.0
chr6 117715758 117715921 ROS1_Exon9_NM_002944.2 1297.74 0.00 1297.74 100.0
chr6 131481256 131481303 AKAP7_Exon3_NM_016377.4 493.88 0.00 493.88 100.0
chr6 142706206 142706209 ADGRG6_Intron5_NM_001032395.2 1306.66 0.00 1306.66 100.0
chr6 152446380 152446503 ESR1_Exon7_NM_001328100.2 1410.18 0.00 1410.18 100.0
chr6 161132723 161132770 PLG_Exon4_NM_001168338.1 530.94 0.00 530.94 100.0
chr6 161510333 161510523 MAP3K4_Exon11_NM_001363582.1 1513.42 0.00 1513.42 100.0
chr6 161532847 161533010 MAP3K4_Exon23_NM_001363582.1 1342.74 0.00 1342.74 100.0
chr7 6013009 6013193 PMS2_Exon15_NM_001322005.2 1780.52 0.00 1780.52 100.0
chr7 6045502 6045682 PMS2_Exon2_NM_001322005.2 2008.14 0.00 2008.14 100.0
chr7 6438272 6438369 RAC1_Exon4_NM_018890.4 2002.50 0.00 2002.5 100.0
chr7 55218966 55219075 EGFR_Exon5_NM_201282.2 2114.72 0.00 2114.72 100.0
chr7 64152265 64152312 ZNF107_Exon3_NM_001282359.1 373.96 0.00 373.96 100.0
chr7 74120700 74120784 GTF2I_Exon8_NM_001280800.1 2043.12 0.00 2043.12 100.0
chr7 74125342 74125460 GTF2I_Exon9_NM_001280800.1 1614.94 0.00 1614.94 100.0
chr7 74143103 74143254 GTF2I_Exon11_NM_001518.5 1993.02 0.00 1993.02 100.0
chr7 74144546 74144652 GTF2I_Exon12_NM_001518.5 1928.04 0.00 1928.04 100.0
chr7 74160201 74160300 GTF2I_Exon20_NM_001518.5 1869.16 0.00 1869.16 100.0
chr7 74160655 74160770 GTF2I_Exon21_NM_001518.5 1224.74 0.00 1224.74 100.0
chr7 74162331 74162473 GTF2I_Exon22_NM_001518.5 2196.18 0.00 2196.18 100.0
chr7 74166401 74166522 GTF2I_Exon26_NM_001518.5 944.50 0.00 944.5 100.0
chr7 74167405 74167529 GTF2I_Exon27_NM_001518.5 1167.14 0.00 1167.14 100.0
chr7 74168157 74168381 GTF2I_Exon28_NM_001518.5 2112.14 0.00 2112.14 100.0
chr7 74169820 74169889 GTF2I_Exon29_NM_001518.5 2394.60 0.00 2394.6 100.0
chr7 74171131 74171213 GTF2I_Exon30_NM_001518.5 2016.92 0.00 2016.92 100.0
chr7 74172271 74172353 GTF2I_Exon31_NM_001518.5 2792.80 0.00 2792.8 100.0
chr7 81339442 81339579 HGF_Exon13_NM_000601.6 2214.34 0.00 2214.34 100.0
chr7 81392002 81392208 HGF_Exon2_NM_000601.6 1965.50 0.00 1965.5 100.0
chr7 92252329 92252420 CDK6_Exon6_NM_001259.8 1939.62 0.00 1939.62 100.0
chr7 106522541 106522672 PIK3CG_Exon7_NM_001282427.2 1762.54 0.00 1762.54 100.0
chr7 108205506 108205554 THAP5_Exon3_NM_001130475.3 585.52 0.00 585.52 100.0
chr7 124469287 124469416 POT1_Exon16_NM_015450.3 1621.62 0.00 1621.62 100.0
chr7 124493005 124493212 POT1_Exon10_NM_015450.3 1502.24 0.00 1502.24 100.0
chr7 128849109 128849258 SMO_Exon8_NM_005631.5 1587.62 0.00 1587.62 100.0
chr7 142654893 142655080 KEL_Exon6_NM_000420.3 1548.78 0.00 1548.78 100.0
chr7 151164184 151164317 RHEB_Exon8_NM_005614.4 1878.96 0.00 1878.96 100.0
chr7 151836250 151836364 KMT2C_Exon57_NM_170606.3 2156.92 0.00 2156.92 100.0
chr7 151904364 151904533 KMT2C_Exon24_NM_170606.3 1770.18 0.00 1770.18 100.0
chr7 151919065 151919171 KMT2C_Exon22_NM_170606.3 1896.60 0.00 1896.6 100.0
chr7 151919637 151919787 KMT2C_Exon21_NM_170606.3 1936.42 0.00 1936.42 100.0
chr7 151921079 151921284 KMT2C_Exon20_NM_170606.3 2162.62 0.00 2162.62 100.0
chr7 151921499 151921721 KMT2C_Exon19_NM_170606.3 2393.92 0.00 2393.92 100.0
chr7 151926987 151927132 KMT2C_Exon18_NM_170606.3 4707.64 0.00 4707.64 100.0
chr7 151927284 151927426 KMT2C_Exon17_NM_170606.3 1956.76 0.00 1956.76 100.0
chr8 6366432 6366603 ANGPT2_Exon8_NM_001147.3 1524.80 0.00 1524.8 100.0
chr8 6482396 6482578 MCPH1_Exon14_NM_001322042.2 1.84 0.00 1.84 100.0
chr8 22550283 22550477 EGR3_Exon1_NM_004430.3 932.74 0.00 932.74 100.0
chr8 26223810 26223942 PPP2R2A_Exon9_NM_002717.4 1475.36 0.00 1475.36 100.0
chr8 30941194 30941315 WRN_Exon10_NM_000553.6 1044.90 0.00 1044.9 100.0
chr8 38279294 38279479 FGFR1_Exon9_NM_001174067.1 1433.34 0.00 1433.34 100.0
